Date,Time,Elapsed (s),246A Temp,246B Temp,246C Temp,247A Temp,247B Temp,247C Temp,244A Temp,244B Temp,244C Temp,243A Temp,243B Temp,243C Temp, Flags,
06/16/2026,22:52:51:766,9.000,25.02,,,24.88,24.83,24.82,23.71,23.38,,24.12,23.99,,,
06/16/2026,22:52:52:266,9.500,25.02,,,24.89,24.83,24.83,23.71,23.38,,24.13,23.99,,,
06/16/2026,22:52:52:766,10.000,25.02,,,24.88,24.83,24.82,23.71,23.38,,24.12,23.98,,,
06/16/2026,22:52:53:266,10.500,25.02,,,24.88,24.83,24.82,23.70,23.38,,24.12,23.98,,,
06/16/2026,22:52:53:766,11.000,25.02,,,24.87,24.83,24.82,23.70,23.38,,24.11,23.98,,,
06/16/2026,22:52:54:266,11.500,25.02,,,24.87,24.84,24.82,23.70,23.38,,24.12,23.99,,,
06/16/2026,22:52:54:766,12.000,25.02,,,24.87,24.84,24.83,23.69,23.37,,24.13,23.99,,,
06/16/2026,22:52:55:266,12.500,25.02,,,24.87,24.84,24.82,23.69,23.37,,24.13,23.99,,,
06/16/2026,22:52:55:766,13.000,25.02,,,24.88,24.84,24.80,23.68,23.37,,24.13,23.99,,,
06/16/2026,22:52:56:266,13.500,25.02,,,24.88,24.84,24.79,23.69,23.37,,24.13,23.99,,,
06/16/2026,22:52:56:766,14.000,25.02,,,24.88,24.84,24.79,23.70,23.38,,24.13,23.99,,,
06/16/2026,22:52:57:266,14.500,25.02,,,24.88,24.84,24.79,23.70,23.38,,24.13,23.99,,,
06/16/2026,22:52:57:766,15.000,25.02,,,24.88,24.84,24.79,23.70,23.39,,24.13,23.99,,,
06/16/2026,22:52:58:266,15.500,25.02,,,24.88,24.84,24.79,23.70,23.39,,24.12,23.98,,,
06/16/2026,22:52:58:766,16.000,25.02,,,24.88,24.84,24.80,23.70,23.39,,24.11,23.98,,,
06/16/2026,22:52:59:266,16.500,25.02,,,24.87,24.84,24.80,23.70,23.38,,24.11,23.98,,,
06/16/2026,22:52:59:766,17.000,25.02,,,24.87,24.84,24.80,23.69,23.38,,24.11,23.98,,,
06/16/2026,22:53:00:266,17.500,25.02,,,24.88,24.83,24.80,23.68,23.38,,24.12,23.99,,,
06/16/2026,22:53:00:766,18.000,25.02,,,24.89,24.82,24.80,23.68,23.38,,24.12,23.99,,,
06/16/2026,22:53:01:266,18.500,25.01,,,24.89,24.82,24.80,23.69,23.38,,24.12,23.99,,,
06/16/2026,22:53:01:766,19.000,25.02,,,24.88,24.83,24.80,23.69,23.38,,24.12,23.99,,,
06/16/2026,22:53:02:266,19.500,25.02,,,24.88,24.83,24.80,23.69,23.38,,24.12,23.99,,,
06/16/2026,22:53:02:766,20.000,25.02,,,24.87,24.83,24.80,23.69,23.38,,24.12,23.98,,,
06/16/2026,22:53:03:266,20.500,25.02,,,24.87,24.83,24.80,23.69,23.38,,24.12,23.98,,,
06/16/2026,22:53:03:766,21.000,25.02,,,24.88,24.83,24.81,23.69,23.38,,24.12,23.98,,,
06/16/2026,22:53:04:266,21.500,25.02,,,24.87,24.83,24.81,23.69,23.38,,24.12,23.98,,,
06/16/2026,22:53:04:766,22.000,25.02,,,24.87,24.83,24.81,23.69,23.38,,24.11,23.98,,,
06/16/2026,22:53:05:266,22.500,25.02,,,24.87,24.83,24.80,23.68,23.38,,24.12,23.98,,,
06/16/2026,22:53:05:766,23.000,25.02,,,24.88,24.84,24.80,23.68,23.38,,24.12,23.98,,,
06/16/2026,22:53:06:266,23.500,25.02,,,24.87,24.84,24.80,23.68,23.37,,24.12,23.98,,,
06/16/2026,22:53:06:766,24.000,25.02,,,24.87,24.84,24.80,23.68,23.37,,24.11,23.97,,,
06/16/2026,22:53:07:266,24.500,25.01,,,24.87,24.84,24.80,23.69,23.37,,24.11,23.97,,,
06/16/2026,22:53:07:766,25.000,25.01,,,24.87,24.85,24.79,23.69,23.37,,24.11,23.98,,,
06/16/2026,22:53:08:266,25.500,25.02,,,24.87,24.84,24.78,23.69,23.37,,24.12,23.98,,,
06/16/2026,22:53:08:766,26.000,25.02,,,24.87,24.84,24.79,23.69,23.37,,24.12,23.98,,,
06/16/2026,22:53:09:266,26.500,25.02,,,24.87,24.84,24.79,23.69,23.38,,24.12,23.98,,,
06/16/2026,22:53:09:766,27.000,25.02,,,24.88,24.83,24.79,23.69,23.38,,24.11,23.98,,,
06/16/2026,22:53:10:266,27.500,25.02,,,24.88,24.83,24.79,23.70,23.38,,24.11,23.98,,,
06/16/2026,22:53:10:766,28.000,25.01,,,24.88,24.82,24.79,23.69,23.38,,24.11,23.98,,,
06/16/2026,22:53:11:266,28.500,25.01,,,24.88,24.83,24.79,23.69,23.38,,24.12,23.98,,,
06/16/2026,22:53:11:766,29.000,25.01,,,24.88,24.83,24.79,23.68,23.38,,24.11,23.98,,,
06/16/2026,22:53:12:266,29.500,25.01,,,24.87,24.83,24.79,23.68,23.37,,24.11,23.98,,,
06/16/2026,22:53:12:766,30.000,25.01,,,24.87,24.83,24.79,23.69,23.37,,24.12,23.98,,,
06/16/2026,22:53:13:266,30.500,25.01,,,24.87,24.82,24.79,23.69,23.37,,24.12,23.98,,,
06/16/2026,22:53:13:766,31.000,25.01,,,24.87,24.82,24.80,23.68,23.37,,24.12,23.97,,,
06/16/2026,22:53:14:266,31.500,25.01,,,24.86,24.83,24.80,23.68,23.37,,24.12,23.97,,,
06/16/2026,22:53:14:766,32.000,25.01,,,24.87,24.83,24.80,23.69,23.37,,24.12,23.97,,,
06/16/2026,22:53:15:266,32.500,25.01,,,24.87,24.83,24.80,23.69,23.37,,24.12,23.98,,,
06/16/2026,22:53:15:766,33.000,25.01,,,24.87,24.83,24.79,23.69,23.38,,24.12,23.98,,,
06/16/2026,22:53:16:266,33.500,25.01,,,24.88,24.84,24.78,23.68,23.38,,24.12,23.98,,,
06/16/2026,22:53:16:766,34.000,25.01,,,24.88,24.84,24.78,23.69,23.38,,24.12,23.98,,,
06/16/2026,22:53:17:266,34.500,25.01,,,24.87,24.84,24.78,23.68,23.38,,24.12,23.98,,,
06/16/2026,22:53:17:766,35.000,25.01,,,24.87,24.84,24.77,23.69,23.38,,24.11,23.98,,,
06/16/2026,22:53:18:266,35.500,25.01,,,24.87,24.84,24.78,23.69,23.38,,24.11,23.98,,,
06/16/2026,22:53:18:766,36.000,25.01,,,24.87,24.84,24.78,23.68,23.37,,24.12,23.98,,,
06/16/2026,22:53:19:266,36.500,25.01,,,24.87,24.84,24.78,23.68,23.37,,24.12,23.98,,,
06/16/2026,22:53:19:766,37.000,25.01,,,24.88,24.83,24.78,23.68,23.37,,24.12,23.98,,,
06/16/2026,22:53:20:266,37.500,25.01,,,24.89,24.81,24.79,23.67,23.37,,24.12,23.98,,,
06/16/2026,22:53:20:766,38.000,25.01,,,24.88,24.81,24.79,23.67,23.37,,24.11,23.97,,,
06/16/2026,22:53:21:266,38.500,25.01,,,24.88,24.82,24.79,23.67,23.37,,24.10,23.97,,,
06/16/2026,22:53:21:766,39.000,25.01,,,24.87,24.82,24.79,23.67,23.37,,24.10,23.97,,,
06/16/2026,22:53:22:266,39.500,25.01,,,24.87,24.82,24.79,23.67,23.37,,24.10,23.97,,,
06/16/2026,22:53:22:766,40.000,25.01,,,24.86,24.82,24.79,23.66,23.36,,24.10,23.97,,,
06/16/2026,22:53:23:266,40.500,25.01,,,24.86,24.82,24.79,23.67,23.36,,24.11,23.97,,,
06/16/2026,22:53:23:766,41.000,25.01,,,24.86,24.82,24.79,23.67,23.37,,24.11,23.98,,,
06/16/2026,22:53:24:266,41.500,25.01,,,24.86,24.82,24.79,23.67,23.37,,24.11,23.98,,,
06/16/2026,22:53:24:766,42.000,25.01,,,24.86,24.82,24.80,23.67,23.36,,24.11,23.98,,,
06/16/2026,22:53:25:266,42.500,25.01,,,24.86,24.82,24.80,23.67,23.37,,24.11,23.97,,,
06/16/2026,22:53:25:766,43.000,25.01,,,24.86,24.82,24.80,23.68,23.37,,24.11,23.98,,,
06/16/2026,22:53:26:266,43.500,25.01,,,24.86,24.83,24.79,23.67,23.37,,24.11,23.98,,,
06/16/2026,22:53:26:766,44.000,25.01,,,24.86,24.83,24.78,23.67,23.37,,24.11,23.98,,,
06/16/2026,22:53:27:266,44.500,25.01,,,24.86,24.83,24.78,23.67,23.36,,24.11,23.98,,,
06/16/2026,22:53:27:766,45.000,25.01,,,24.87,24.83,24.77,23.67,23.37,,24.11,23.98,,,
06/16/2026,22:53:28:266,45.500,25.01,,,24.86,24.83,24.77,23.67,23.37,,24.11,23.98,,,
06/16/2026,22:53:28:766,46.000,25.00,,,24.86,24.83,24.78,23.67,23.37,,24.11,23.98,,,
06/16/2026,22:53:29:266,46.500,25.00,,,24.87,24.83,24.77,23.66,23.36,,24.11,23.97,,,
06/16/2026,22:53:29:766,47.000,25.00,,,24.87,24.82,24.77,23.66,23.36,,24.11,23.97,,,
06/16/2026,22:53:30:266,47.500,25.00,,,24.88,24.81,24.78,23.67,23.36,,24.11,23.97,,,
06/16/2026,22:53:30:766,48.000,25.01,,,24.88,24.81,24.78,23.66,23.36,,24.11,23.97,,,
06/16/2026,22:53:31:266,48.500,25.01,,,24.87,24.81,24.78,23.66,23.36,,24.11,23.98,,,
06/16/2026,22:53:31:766,49.000,25.01,,,24.87,24.81,24.78,23.66,23.36,,24.12,23.98,,,
06/16/2026,22:53:32:266,49.500,25.01,,,24.87,24.81,24.78,23.66,23.36,,24.11,23.98,,,
06/16/2026,22:53:32:766,50.000,25.01,,,24.86,24.81,24.78,23.66,23.36,,24.11,23.97,,,
06/16/2026,22:53:33:266,50.500,25.01,,,24.86,24.81,24.78,23.66,23.36,,24.10,23.97,,,
06/16/2026,22:53:33:766,51.000,25.01,,,24.86,24.81,24.79,23.66,23.36,,24.10,23.96,,,
06/16/2026,22:53:34:266,51.500,25.01,,,24.86,24.81,24.79,23.66,23.36,,24.10,23.96,,,
06/16/2026,22:53:34:766,52.000,25.01,,,24.86,24.81,24.79,23.67,23.36,,24.11,23.97,,,
06/16/2026,22:53:35:266,52.500,25.01,,,24.86,24.81,24.79,23.67,23.37,,24.10,23.97,,,
06/16/2026,22:53:35:766,53.000,25.01,,,24.86,24.82,24.79,23.67,23.36,,24.11,23.97,,,
06/16/2026,22:53:36:266,53.500,25.01,,,24.86,24.82,24.79,23.67,23.36,,24.11,23.97,,,
06/16/2026,22:53:36:766,54.000,25.00,,,24.86,24.82,24.79,23.67,23.36,,24.11,23.97,,,
06/16/2026,22:53:37:266,54.500,25.00,,,24.85,24.83,24.78,23.67,23.36,,24.11,23.97,,,
06/16/2026,22:53:37:766,55.000,25.00,,,24.86,24.83,24.76,23.67,23.36,,24.11,23.97,,,
06/16/2026,22:53:38:266,55.500,25.00,,,24.86,24.83,24.76,23.67,23.37,,24.11,23.97,,,
06/16/2026,22:53:38:766,56.000,25.00,,,24.85,24.83,24.76,23.67,23.37,,24.11,23.97,,,
06/16/2026,22:53:39:266,56.500,25.00,,,24.85,24.83,24.77,23.67,23.37,,24.11,23.97,,,
06/16/2026,22:53:39:766,57.000,25.00,,,24.85,24.82,24.78,23.67,23.36,,24.12,23.97,,,
06/16/2026,22:53:40:266,57.500,25.00,,,24.86,24.81,24.77,23.67,23.36,,24.12,23.97,,,
06/16/2026,22:53:40:766,58.000,25.00,,,24.87,24.80,24.77,23.67,23.36,,24.12,23.97,,,
06/16/2026,22:53:41:266,58.500,25.00,,,24.87,24.80,24.77,23.67,23.36,,24.11,23.96,,,
06/16/2026,22:53:41:766,59.000,25.00,,,24.86,24.81,24.77,23.66,23.36,,24.10,23.97,,,
06/16/2026,22:53:42:266,59.500,25.01,,,24.86,24.81,24.77,23.66,23.35,,24.09,23.96,,,
06/16/2026,22:53:42:766,60.000,25.00,,,24.86,24.81,24.77,23.65,23.35,,24.09,23.96,,,
06/16/2026,22:53:43:266,60.500,25.00,,,24.86,24.81,24.77,23.65,23.35,,24.09,23.96,,,
06/16/2026,22:53:43:766,61.000,25.00,,,24.86,24.80,24.77,23.65,23.35,,24.10,23.97,,,
06/16/2026,22:53:44:266,61.500,25.00,,,24.86,24.80,24.78,23.64,23.35,,24.10,23.97,,,
06/16/2026,22:53:44:766,62.000,25.00,,,24.86,24.80,24.78,23.64,23.35,,24.10,23.97,,,
06/16/2026,22:53:45:266,62.500,25.00,,,24.85,24.81,24.79,23.65,23.36,,24.11,23.97,,,
06/16/2026,22:53:45:766,63.000,25.00,,,24.86,24.81,24.79,23.66,23.36,,24.11,23.97,,,
06/16/2026,22:53:46:266,63.500,25.00,,,24.85,24.81,24.79,23.66,23.36,,24.11,23.97,,,
06/16/2026,22:53:46:766,64.000,25.00,,,24.85,24.82,24.79,23.66,23.36,,24.10,23.97,,,
06/16/2026,22:53:47:266,64.500,25.00,,,24.86,24.82,24.78,23.66,23.36,,24.10,23.97,,,
06/16/2026,22:53:47:766,65.000,25.00,,,24.85,24.82,24.78,23.66,23.36,,24.11,23.97,,,
06/16/2026,22:53:48:266,65.500,25.00,,,24.86,24.82,24.77,23.67,23.36,,24.10,23.96,,,
06/16/2026,22:53:48:766,66.000,25.00,,,24.86,24.83,24.76,23.66,23.36,,24.10,23.96,,,
06/16/2026,22:53:49:266,66.500,25.00,,,24.86,24.82,24.76,23.66,23.36,,24.11,23.96,,,
06/16/2026,22:53:49:766,67.000,25.00,,,24.87,24.82,24.76,23.65,23.35,,24.11,23.96,,,
06/16/2026,22:53:50:266,67.500,25.00,,,24.87,24.81,24.76,23.65,23.35,,24.10,23.96,,,
06/16/2026,22:53:50:766,68.000,25.00,,,24.87,24.80,24.76,23.64,23.35,,24.11,23.97,,,
06/16/2026,22:53:51:266,68.500,25.00,,,24.87,24.79,24.77,23.65,23.35,,24.11,23.97,,,
06/16/2026,22:53:51:766,69.000,25.00,,,24.87,24.80,24.77,23.66,23.35,,24.11,23.97,,,
06/16/2026,22:53:52:266,69.500,25.00,,,24.86,24.80,24.77,23.66,23.35,,24.11,23.96,,,
06/16/2026,22:53:52:766,70.000,25.00,,,24.86,24.80,24.77,23.66,23.35,,24.11,23.96,,,
06/16/2026,22:53:53:266,70.500,25.00,,,24.86,24.80,24.77,23.66,23.35,,24.11,23.96,,,
06/16/2026,22:53:53:766,71.000,25.00,,,24.86,24.80,24.77,23.66,23.35,,24.11,23.96,,,
06/16/2026,22:53:54:266,71.500,25.00,,,24.85,24.80,24.77,23.66,23.35,,24.11,23.96,,,
06/16/2026,22:53:54:766,72.000,25.00,,,24.85,24.80,24.77,23.65,23.35,,24.11,23.97,,,
06/16/2026,22:53:55:266,72.500,25.00,,,24.84,24.80,24.77,23.65,23.35,,24.10,23.97,,,
06/16/2026,22:53:55:766,73.000,25.00,,,24.85,24.80,24.78,23.65,23.35,,24.10,23.97,,,
06/16/2026,22:53:56:266,73.500,25.00,,,24.85,24.80,24.78,23.65,23.35,,24.10,23.97,,,
06/16/2026,22:53:56:766,74.000,25.00,,,24.85,24.80,24.78,23.66,23.35,,24.10,23.97,,,
06/16/2026,22:53:57:266,74.500,25.00,,,24.85,24.81,24.78,23.66,23.35,,24.09,23.96,,,
06/16/2026,22:53:57:766,75.000,25.00,,,24.85,24.81,24.78,23.66,23.35,,24.10,23.96,,,
06/16/2026,22:53:58:266,75.500,25.00,,,24.85,24.81,24.77,23.66,23.35,,24.10,23.96,,,
06/16/2026,22:53:58:766,76.000,25.00,,,24.85,24.81,24.77,23.66,23.35,,24.09,23.96,,,
06/16/2026,22:53:59:266,76.500,25.00,,,24.85,24.82,24.76,23.66,23.36,,24.09,23.96,,,
06/16/2026,22:53:59:766,77.000,25.00,,,24.85,24.82,24.76,23.66,23.36,,24.08,23.95,,,
06/16/2026,22:54:00:266,77.500,25.00,,,24.85,24.81,24.76,23.66,23.36,,24.09,23.95,,,
06/16/2026,22:54:00:766,78.000,25.00,,,24.86,24.80,24.76,23.66,23.36,,24.09,23.96,,,
06/16/2026,22:54:01:266,78.500,25.00,,,24.86,24.79,24.76,23.66,23.35,,24.09,23.95,,,
06/16/2026,22:54:01:766,79.000,25.00,,,24.87,24.79,24.76,23.65,23.35,,24.09,23.96,,,
06/16/2026,22:54:02:266,79.500,25.00,,,24.86,24.79,24.76,23.64,23.35,,24.09,23.96,,,
06/16/2026,22:54:02:766,80.000,25.00,,,24.86,24.80,24.76,23.64,23.34,,24.09,23.96,,,
06/16/2026,22:54:03:266,80.500,25.00,,,24.85,24.79,24.76,23.64,23.35,,24.10,23.96,,,
06/16/2026,22:54:03:766,81.000,25.00,,,24.85,24.79,24.76,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:04:266,81.500,25.00,,,24.85,24.80,24.76,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:04:766,82.000,25.00,,,24.84,24.80,24.77,23.65,23.35,,24.09,23.95,,,
06/16/2026,22:54:05:266,82.500,25.00,,,24.84,24.80,24.77,23.65,23.35,,24.08,23.95,,,
06/16/2026,22:54:05:766,83.000,25.00,,,24.84,24.80,24.77,23.65,23.35,,24.08,23.95,,,
06/16/2026,22:54:06:266,83.500,25.00,,,24.84,24.80,24.78,23.65,23.35,,24.09,23.95,,,
06/16/2026,22:54:06:766,84.000,25.00,,,24.84,24.80,24.78,23.65,23.35,,24.09,23.95,,,
06/16/2026,22:54:07:266,84.500,25.00,,,24.84,24.81,24.78,23.64,23.34,,24.10,23.95,,,
06/16/2026,22:54:07:766,85.000,25.00,,,24.84,24.81,24.77,23.65,23.34,,24.09,23.96,,,
06/16/2026,22:54:08:266,85.500,25.00,,,24.85,24.82,24.76,23.65,23.35,,24.10,23.96,,,
06/16/2026,22:54:08:766,86.000,24.99,,,24.85,24.81,24.76,23.65,23.35,,24.10,23.96,,,
06/16/2026,22:54:09:266,86.500,24.99,,,24.85,24.81,24.76,23.65,23.35,,24.09,23.96,,,
06/16/2026,22:54:09:766,87.000,24.99,,,24.86,24.80,24.76,23.65,23.35,,24.09,23.96,,,
06/16/2026,22:54:10:266,87.500,24.99,,,24.86,24.79,24.76,23.65,23.34,,24.08,23.95,,,
06/16/2026,22:54:10:766,88.000,24.99,,,24.86,24.79,24.76,23.65,23.35,,24.09,23.95,,,
06/16/2026,22:54:11:266,88.500,24.99,,,24.86,24.79,24.76,23.65,23.35,,24.10,23.95,,,
06/16/2026,22:54:11:766,89.000,24.99,,,24.85,24.79,24.76,23.65,23.35,,24.10,23.96,,,
06/16/2026,22:54:12:266,89.500,25.00,,,24.85,24.79,24.76,23.65,23.35,,24.10,23.96,,,
06/16/2026,22:54:12:766,90.000,24.99,,,24.84,24.79,24.76,23.65,23.35,,24.10,23.96,,,
06/16/2026,22:54:13:266,90.500,24.99,,,24.84,24.79,24.76,23.65,23.35,,24.10,23.96,,,
06/16/2026,22:54:13:766,91.000,24.99,,,24.84,24.79,24.76,23.65,23.35,,24.09,23.96,,,
06/16/2026,22:54:14:266,91.500,25.00,,,24.84,24.79,24.76,23.65,23.35,,24.09,23.96,,,
06/16/2026,22:54:14:766,92.000,25.00,,,24.84,24.79,24.77,23.65,23.35,,24.08,23.95,,,
06/16/2026,22:54:15:266,92.500,25.00,,,24.85,24.79,24.77,23.65,23.35,,24.08,23.95,,,
06/16/2026,22:54:15:766,93.000,24.99,,,24.85,24.79,24.77,23.64,23.35,,24.09,23.96,,,
06/16/2026,22:54:16:266,93.500,24.99,,,24.85,24.79,24.77,23.64,23.35,,24.09,23.96,,,
06/16/2026,22:54:16:766,94.000,24.99,,,24.85,24.80,24.78,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:17:266,94.500,24.99,,,24.85,24.80,24.77,23.64,23.35,,24.10,23.96,,,
06/16/2026,22:54:17:766,95.000,24.99,,,24.85,24.80,24.77,23.64,23.35,,24.10,23.96,,,
06/16/2026,22:54:18:266,95.500,24.99,,,24.86,24.80,24.75,23.64,23.34,,24.10,23.96,,,
06/16/2026,22:54:18:766,96.000,24.99,,,24.86,24.79,24.74,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:19:266,96.500,24.99,,,24.86,24.79,24.74,23.65,23.35,,24.09,23.95,,,
06/16/2026,22:54:19:766,97.000,24.99,,,24.85,24.79,24.74,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:20:266,97.500,24.99,,,24.85,24.79,24.74,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:20:766,98.000,24.99,,,24.85,24.79,24.74,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:21:266,98.500,24.99,,,24.85,24.80,24.75,23.63,23.35,,24.09,23.96,,,
06/16/2026,22:54:21:766,99.000,24.99,,,24.85,24.80,24.75,23.63,23.34,,24.10,23.96,,,
06/16/2026,22:54:22:266,99.500,24.99,,,24.85,24.80,24.74,23.63,23.34,,24.09,23.95,,,
06/16/2026,22:54:22:766,100.000,24.99,,,24.85,24.80,24.75,23.64,23.35,,24.08,23.95,,,
06/16/2026,22:54:23:266,100.500,24.99,,,24.85,24.80,24.74,23.64,23.35,,24.08,23.95,,,
06/16/2026,22:54:23:766,101.000,24.99,,,24.86,24.80,24.74,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:24:266,101.500,24.99,,,24.86,24.80,24.74,23.64,23.34,,24.09,23.96,,,
06/16/2026,22:54:24:766,102.000,24.99,,,24.86,24.79,24.73,23.64,23.34,,24.09,23.96,,,
06/16/2026,22:54:25:266,102.500,24.99,,,24.86,24.79,24.72,23.64,23.34,,24.09,23.96,,,
06/16/2026,22:54:25:766,103.000,24.99,,,24.87,24.79,24.72,23.65,23.35,,24.09,23.96,,,
06/16/2026,22:54:26:266,103.500,24.99,,,24.86,24.79,24.72,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:26:766,104.000,24.99,,,24.86,24.79,24.72,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:27:266,104.500,24.99,,,24.86,24.80,24.72,23.64,23.35,,24.09,23.96,,,
06/16/2026,22:54:27:766,105.000,24.99,,,24.86,24.80,24.72,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:28:266,105.500,24.99,,,24.86,24.80,24.72,23.64,23.34,,24.08,23.95,,,
06/16/2026,22:54:28:766,106.000,24.99,,,24.86,24.80,24.73,23.64,23.34,,24.08,23.95,,,
06/16/2026,22:54:29:266,106.500,24.99,,,24.85,24.80,24.74,23.64,23.34,,24.09,23.95,,,
06/16/2026,22:54:29:766,107.000,24.99,,,24.86,24.79,24.75,23.64,23.34,,24.09,23.95,,,
06/16/2026,22:54:30:266,107.500,24.99,,,24.86,24.79,24.75,23.64,23.34,,24.09,23.95,,,
06/16/2026,22:54:30:766,108.000,24.99,,,24.86,24.78,24.76,23.64,23.34,,24.08,23.95,,,
06/16/2026,22:54:31:266,108.500,25.00,,,24.85,24.77,24.76,23.64,23.34,,24.08,23.94,,,
06/16/2026,22:54:31:766,109.000,24.99,,,24.85,24.77,24.76,23.64,23.34,,24.07,23.94,,,
06/16/2026,22:54:32:266,109.500,24.99,,,24.84,24.78,24.75,23.64,23.34,,24.08,23.94,,,
06/16/2026,22:54:32:766,110.000,24.99,,,24.84,24.78,24.75,23.64,23.35,,24.09,23.95,,,
06/16/2026,22:54:33:266,110.500,24.99,,,24.84,24.78,24.75,23.63,23.34,,24.09,23.95,,,
06/16/2026,22:54:33:766,111.000,24.99,,,24.84,24.78,24.76,23.63,23.34,,24.09,23.95,,,
06/16/2026,22:54:34:266,111.500,24.99,,,24.84,24.78,24.76,23.63,23.34,,24.09,23.95,,,
06/16/2026,22:54:34:766,112.000,24.99,,,24.84,24.79,24.76,23.63,23.34,,24.09,23.95,,,
06/16/2026,22:54:35:266,112.500,24.99,,,24.84,24.79,24.76,23.63,23.34,,24.08,23.95,,,
06/16/2026,22:54:35:766,113.000,24.99,,,24.84,24.79,24.76,23.63,23.34,,24.08,23.94,,,
06/16/2026,22:54:36:266,113.500,24.99,,,24.84,24.80,24.75,23.64,23.34,,24.08,23.94,,,
06/16/2026,22:54:36:766,114.000,24.99,,,24.84,24.79,24.74,23.63,23.34,,24.09,23.94,,,
06/16/2026,22:54:37:266,114.500,24.99,,,24.84,24.79,24.74,23.63,23.34,,24.08,23.95,,,
06/16/2026,22:54:37:766,115.000,24.99,,,24.85,24.79,24.74,23.63,23.34,,24.08,23.94,,,
06/16/2026,22:54:38:266,115.500,24.99,,,24.85,24.78,24.74,23.63,23.34,,24.09,23.95,,,
06/16/2026,22:54:38:766,116.000,24.99,,,24.86,24.78,24.74,23.63,23.34,,24.09,23.95,,,
06/16/2026,22:54:39:266,116.500,24.99,,,24.85,24.78,24.74,23.63,23.34,,24.09,23.95,,,
06/16/2026,22:54:39:766,117.000,24.99,,,24.85,24.78,24.73,23.62,23.34,,24.09,23.95,,,
06/16/2026,22:54:40:266,117.500,24.99,,,24.85,24.78,24.74,23.62,23.33,,24.08,23.95,,,
06/16/2026,22:54:40:766,118.000,24.99,,,24.85,24.79,24.74,23.63,23.34,,24.08,23.95,,,
06/16/2026,22:54:41:266,118.500,24.99,,,24.85,24.79,24.74,23.63,23.34,,24.08,23.95,,,
06/16/2026,22:54:41:766,119.000,24.99,,,24.85,24.79,24.73,23.63,23.34,,24.08,23.94,,,
06/16/2026,22:54:42:266,119.500,24.99,,,24.85,24.79,24.73,23.63,23.34,,24.07,23.94,,,
06/16/2026,22:54:42:766,120.000,24.99,,,24.86,24.78,24.73,23.62,23.34,,24.07,23.94,,,
06/16/2026,22:54:43:266,120.500,24.99,,,24.86,24.78,24.73,23.63,23.34,,24.07,23.94,,,
