Date,Time,Elapsed (s),246A Temp,246B Temp,246C Temp,247A Temp,247B Temp,247C Temp,244A Temp,244B Temp,244C Temp,243A Temp,243B Temp,243C Temp, Flags,
06/16/2026,23:18:14:472,35.000,24.73,,,24.57,24.41,24.33,23.30,23.12,,23.82,23.69,,,
06/16/2026,23:18:14:972,35.500,24.73,,,24.57,24.41,24.33,23.30,23.12,,23.82,23.70,,,
06/16/2026,23:18:15:472,36.000,24.73,,,24.57,24.41,24.33,23.31,23.12,,23.81,23.69,,,
06/16/2026,23:18:15:972,36.500,24.73,,,24.58,24.41,24.34,23.31,23.12,,23.81,23.69,,,
06/16/2026,23:18:16:472,37.000,24.73,,,24.57,24.41,24.34,23.31,23.12,,23.81,23.69,,,
06/16/2026,23:18:16:972,37.500,24.73,,,24.57,24.41,24.34,23.30,23.12,,23.82,23.69,,,
06/16/2026,23:18:17:472,38.000,24.73,,,24.57,24.41,24.34,23.30,23.12,,23.82,23.69,,,
06/16/2026,23:18:17:972,38.500,24.73,,,24.57,24.41,24.34,23.30,23.11,,23.82,23.69,,,
06/16/2026,23:18:18:472,39.000,24.73,,,24.57,24.41,24.34,23.30,23.11,,23.82,23.69,,,
06/16/2026,23:18:18:972,39.500,24.73,,,24.57,24.40,24.35,23.31,23.11,,23.82,23.70,,,
06/16/2026,23:18:19:472,40.000,24.73,,,24.58,24.40,24.34,23.31,23.11,,23.83,23.69,,,
06/16/2026,23:18:19:972,40.500,24.73,,,24.58,24.41,24.33,23.30,23.11,,23.82,23.69,,,
06/16/2026,23:18:20:472,41.000,24.73,,,24.58,24.42,24.32,23.31,23.11,,23.83,23.69,,,
06/16/2026,23:18:20:972,41.500,24.73,,,24.57,24.43,24.32,23.31,23.11,,23.82,23.69,,,
06/16/2026,23:18:21:472,42.000,24.73,,,24.58,24.43,24.32,23.30,23.12,,23.82,23.69,,,
06/16/2026,23:18:21:972,42.500,24.73,,,24.58,24.43,24.33,23.31,23.12,,23.83,23.69,,,
06/16/2026,23:18:22:472,43.000,24.73,,,24.58,24.42,24.32,23.31,23.12,,23.82,23.69,,,
06/16/2026,23:18:22:972,43.500,24.74,,,24.59,24.41,24.32,23.31,23.11,,23.83,23.70,,,
06/16/2026,23:18:23:472,44.000,24.73,,,24.59,24.42,24.32,23.31,23.11,,23.82,23.70,,,
06/16/2026,23:18:23:972,44.500,24.73,,,24.58,24.42,24.32,23.31,23.11,,23.82,23.70,,,
06/16/2026,23:18:24:472,45.000,24.73,,,24.58,24.42,24.32,23.31,23.11,,23.82,23.70,,,
06/16/2026,23:18:24:972,45.500,24.73,,,24.58,24.42,24.32,23.32,23.12,,23.82,23.70,,,
06/16/2026,23:18:25:472,46.000,24.73,,,24.58,24.42,24.32,23.32,23.12,,23.82,23.70,,,
06/16/2026,23:18:25:972,46.500,24.73,,,24.58,24.43,24.31,23.31,23.12,,23.82,23.70,,,
06/16/2026,23:18:26:472,47.000,24.73,,,24.58,24.43,24.31,23.31,23.12,,23.82,23.70,,,
06/16/2026,23:18:26:972,47.500,24.73,,,24.57,24.43,24.31,23.30,23.12,,23.82,23.70,,,
06/16/2026,23:18:27:472,48.000,24.73,,,24.57,24.43,24.32,23.30,23.11,,23.82,23.69,,,
06/16/2026,23:18:27:972,48.500,24.73,,,24.58,24.42,24.32,23.30,23.11,,23.83,23.70,,,
06/16/2026,23:18:28:472,49.000,24.73,,,24.58,24.42,24.33,23.30,23.11,,23.83,23.69,,,
06/16/2026,23:18:28:972,49.500,24.74,,,24.58,24.41,24.34,23.30,23.12,,23.83,23.69,,,
06/16/2026,23:18:29:472,50.000,24.73,,,24.58,24.41,24.34,23.30,23.12,,23.83,23.70,,,
06/16/2026,23:18:29:972,50.500,24.74,,,24.57,24.42,24.34,23.31,23.12,,23.83,23.69,,,
06/16/2026,23:18:30:472,51.000,24.73,,,24.57,24.42,24.34,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:30:972,51.500,24.74,,,24.57,24.42,24.34,23.30,23.12,,23.82,23.70,,,
06/16/2026,23:18:31:472,52.000,24.73,,,24.58,24.41,24.34,23.31,23.12,,23.82,23.70,,,
06/16/2026,23:18:31:972,52.500,24.73,,,24.58,24.41,24.34,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:32:472,53.000,24.73,,,24.58,24.40,24.35,23.31,23.12,,23.83,23.69,,,
06/16/2026,23:18:32:972,53.500,24.73,,,24.58,24.41,24.34,23.30,23.11,,23.83,23.69,,,
06/16/2026,23:18:33:472,54.000,24.74,,,24.58,24.42,24.34,23.31,23.12,,23.83,23.69,,,
06/16/2026,23:18:33:972,54.500,24.74,,,24.58,24.43,24.33,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:34:472,55.000,24.73,,,24.58,24.42,24.32,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:34:972,55.500,24.74,,,24.58,24.42,24.32,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:35:472,56.000,24.74,,,24.59,24.42,24.32,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:35:972,56.500,24.74,,,24.59,24.42,24.32,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:36:472,57.000,24.74,,,24.59,24.42,24.32,23.30,23.11,,23.83,23.70,,,
06/16/2026,23:18:36:972,57.500,24.74,,,24.59,24.42,24.32,23.31,23.11,,23.82,23.70,,,
06/16/2026,23:18:37:472,58.000,24.74,,,24.58,24.42,24.32,23.31,23.12,,23.82,23.70,,,
06/16/2026,23:18:37:972,58.500,24.74,,,24.58,24.43,24.32,23.31,23.11,,23.82,23.70,,,
06/16/2026,23:18:38:472,59.000,24.73,,,24.59,24.42,24.33,23.31,23.11,,23.83,23.70,,,
06/16/2026,23:18:38:972,59.500,24.74,,,24.59,24.42,24.34,23.31,23.11,,23.83,23.70,,,
06/16/2026,23:18:39:472,60.000,24.74,,,24.58,24.41,24.35,23.32,23.12,,23.83,23.70,,,
06/16/2026,23:18:39:972,60.500,24.74,,,24.57,24.41,24.35,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:40:472,61.000,24.74,,,24.58,24.42,24.35,23.31,23.12,,23.84,23.70,,,
06/16/2026,23:18:40:972,61.500,24.74,,,24.58,24.42,24.35,23.31,23.12,,23.84,23.70,,,
06/16/2026,23:18:41:472,62.000,24.74,,,24.58,24.42,24.35,23.31,23.13,,23.83,23.70,,,
06/16/2026,23:18:41:972,62.500,24.74,,,24.58,24.42,24.35,23.31,23.13,,23.84,23.70,,,
06/16/2026,23:18:42:472,63.000,24.74,,,24.59,24.42,24.34,23.31,23.13,,23.84,23.71,,,
06/16/2026,23:18:42:972,63.500,24.74,,,24.59,24.42,24.33,23.31,23.12,,23.83,23.71,,,
06/16/2026,23:18:43:472,64.000,24.74,,,24.58,24.43,24.33,23.31,23.12,,23.82,23.70,,,
06/16/2026,23:18:43:972,64.500,24.74,,,24.58,24.43,24.34,23.31,23.12,,23.82,23.69,,,
06/16/2026,23:18:44:472,65.000,24.74,,,24.58,24.43,24.34,23.32,23.12,,23.82,23.69,,,
06/16/2026,23:18:44:972,65.500,24.74,,,24.58,24.43,24.34,23.32,23.13,,23.82,23.69,,,
06/16/2026,23:18:45:472,66.000,24.74,,,24.59,24.42,24.34,23.32,23.12,,23.82,23.69,,,
06/16/2026,23:18:45:972,66.500,24.74,,,24.59,24.42,24.33,23.32,23.12,,23.82,23.70,,,
06/16/2026,23:18:46:472,67.000,24.74,,,24.59,24.42,24.33,23.32,23.12,,23.83,23.70,,,
06/16/2026,23:18:46:972,67.500,24.74,,,24.59,24.42,24.33,23.32,23.12,,23.83,23.70,,,
06/16/2026,23:18:47:472,68.000,24.74,,,24.59,24.42,24.33,23.32,23.12,,23.82,23.70,,,
06/16/2026,23:18:47:972,68.500,24.74,,,24.59,24.43,24.33,23.32,23.12,,23.82,23.69,,,
06/16/2026,23:18:48:472,69.000,24.74,,,24.59,24.42,24.32,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:48:972,69.500,24.74,,,24.59,24.42,24.32,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:49:472,70.000,24.74,,,24.58,24.43,24.32,23.30,23.12,,23.83,23.70,,,
06/16/2026,23:18:49:972,70.500,24.74,,,24.58,24.44,24.32,23.30,23.12,,23.84,23.70,,,
06/16/2026,23:18:50:472,71.000,24.74,,,24.58,24.43,24.33,23.30,23.12,,23.83,23.70,,,
06/16/2026,23:18:50:972,71.500,24.74,,,24.59,24.42,24.34,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:51:472,72.000,24.74,,,24.59,24.42,24.34,23.31,23.12,,23.84,23.70,,,
06/16/2026,23:18:51:972,72.500,24.74,,,24.58,24.42,24.34,23.31,23.13,,23.83,23.71,,,
06/16/2026,23:18:52:472,73.000,24.74,,,24.58,24.43,24.34,23.31,23.12,,23.82,23.70,,,
06/16/2026,23:18:52:972,73.500,24.75,,,24.58,24.43,24.34,23.31,23.12,,23.82,23.70,,,
06/16/2026,23:18:53:472,74.000,24.74,,,24.58,24.43,24.34,23.31,23.12,,23.82,23.70,,,
06/16/2026,23:18:53:972,74.500,24.74,,,24.59,24.43,24.34,23.31,23.12,,23.82,23.70,,,
06/16/2026,23:18:54:472,75.000,24.74,,,24.59,24.42,24.33,23.30,23.12,,23.83,23.70,,,
06/16/2026,23:18:54:972,75.500,24.74,,,24.59,24.42,24.33,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:55:472,76.000,24.74,,,24.59,24.42,24.33,23.31,23.12,,23.83,23.71,,,
06/16/2026,23:18:55:972,76.500,24.74,,,24.59,24.42,24.33,23.31,23.12,,23.83,23.70,,,
06/16/2026,23:18:56:472,77.000,24.74,,,24.59,24.43,24.32,23.32,23.12,,23.83,23.70,,,
06/16/2026,23:18:56:972,77.500,24.74,,,24.59,24.43,24.32,23.32,23.13,,23.83,23.70,,,
06/16/2026,23:18:57:472,78.000,24.75,,,24.59,24.43,24.33,23.32,23.13,,23.83,23.70,,,
06/16/2026,23:18:57:972,78.500,24.74,,,24.59,24.43,24.32,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:18:58:472,79.000,24.74,,,24.59,24.43,24.32,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:18:58:972,79.500,24.75,,,24.59,24.44,24.32,23.32,23.13,,23.84,23.70,,,
06/16/2026,23:18:59:472,80.000,24.74,,,24.58,24.44,24.33,23.33,23.13,,23.84,23.71,,,
06/16/2026,23:18:59:972,80.500,24.74,,,24.59,24.44,24.33,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:00:472,81.000,24.74,,,24.59,24.42,24.34,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:00:972,81.500,24.74,,,24.59,24.42,24.34,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:01:472,82.000,24.75,,,24.60,24.42,24.34,23.32,23.13,,23.85,23.71,,,
06/16/2026,23:19:01:972,82.500,24.75,,,24.59,24.42,24.35,23.32,23.13,,23.85,23.71,,,
06/16/2026,23:19:02:472,83.000,24.75,,,24.58,24.42,24.35,23.32,23.13,,23.85,23.71,,,
06/16/2026,23:19:02:972,83.500,24.75,,,24.58,24.42,24.35,23.32,23.13,,23.85,23.71,,,
06/16/2026,23:19:03:472,84.000,24.75,,,24.58,24.42,24.35,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:03:972,84.500,24.75,,,24.59,24.42,24.35,23.32,23.13,,23.83,23.71,,,
06/16/2026,23:19:04:472,85.000,24.75,,,24.59,24.42,24.35,23.32,23.14,,23.83,23.71,,,
06/16/2026,23:19:04:972,85.500,24.75,,,24.60,24.41,24.36,23.32,23.14,,23.83,23.70,,,
06/16/2026,23:19:05:472,86.000,24.75,,,24.60,24.42,24.35,23.32,23.13,,23.84,23.70,,,
06/16/2026,23:19:05:972,86.500,24.75,,,24.59,24.43,24.34,23.31,23.13,,23.84,23.71,,,
06/16/2026,23:19:06:472,87.000,24.74,,,24.58,24.44,24.33,23.32,23.13,,23.85,23.71,,,
06/16/2026,23:19:06:972,87.500,24.75,,,24.59,24.44,24.33,23.32,23.13,,23.85,23.71,,,
06/16/2026,23:19:07:472,88.000,24.75,,,24.59,24.44,24.33,23.32,23.14,,23.85,23.71,,,
06/16/2026,23:19:07:972,88.500,24.75,,,24.60,24.44,24.33,23.32,23.13,,23.85,23.71,,,
06/16/2026,23:19:08:472,89.000,24.75,,,24.60,24.43,24.34,23.32,23.13,,23.85,23.71,,,
06/16/2026,23:19:08:972,89.500,24.75,,,24.60,24.43,24.34,23.32,23.13,,23.85,23.72,,,
06/16/2026,23:19:09:472,90.000,24.75,,,24.60,24.43,24.33,23.31,23.13,,23.85,23.72,,,
06/16/2026,23:19:09:972,90.500,24.75,,,24.60,24.43,24.33,23.31,23.13,,23.85,23.71,,,
06/16/2026,23:19:10:472,91.000,24.75,,,24.60,24.43,24.33,23.32,23.13,,23.85,23.71,,,
06/16/2026,23:19:10:972,91.500,24.75,,,24.59,24.43,24.34,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:11:472,92.000,24.75,,,24.60,24.43,24.34,23.31,23.13,,23.85,23.71,,,
06/16/2026,23:19:11:972,92.500,24.75,,,24.60,24.42,24.35,23.30,23.12,,23.84,23.71,,,
06/16/2026,23:19:12:472,93.000,24.75,,,24.59,24.42,24.35,23.31,23.12,,23.84,23.71,,,
06/16/2026,23:19:12:972,93.500,24.75,,,24.59,24.43,24.36,23.31,23.12,,23.85,23.71,,,
06/16/2026,23:19:13:472,94.000,24.75,,,24.59,24.43,24.36,23.31,23.12,,23.85,23.71,,,
06/16/2026,23:19:13:972,94.500,24.75,,,24.59,24.43,24.36,23.32,23.13,,23.85,23.72,,,
06/16/2026,23:19:14:472,95.000,24.75,,,24.59,24.43,24.36,23.32,23.13,,23.85,23.72,,,
06/16/2026,23:19:14:972,95.500,24.75,,,24.59,24.44,24.36,23.32,23.14,,23.85,23.72,,,
06/16/2026,23:19:15:472,96.000,24.75,,,24.60,24.44,24.35,23.32,23.13,,23.85,23.72,,,
06/16/2026,23:19:15:972,96.500,24.75,,,24.60,24.43,24.35,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:16:472,97.000,24.75,,,24.60,24.43,24.34,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:16:972,97.500,24.75,,,24.59,24.43,24.34,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:17:472,98.000,24.75,,,24.59,24.44,24.34,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:17:972,98.500,24.75,,,24.59,24.44,24.34,23.31,23.13,,23.84,23.71,,,
06/16/2026,23:19:18:472,99.000,24.75,,,24.59,24.44,24.34,23.31,23.13,,23.84,23.71,,,
06/16/2026,23:19:18:972,99.500,24.75,,,24.60,24.43,24.34,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:19:472,100.000,24.75,,,24.60,24.43,24.34,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:19:972,100.500,24.75,,,24.60,24.43,24.34,23.32,23.14,,23.84,23.71,,,
06/16/2026,23:19:20:472,101.000,24.75,,,24.60,24.43,24.34,23.33,23.14,,23.84,23.71,,,
06/16/2026,23:19:20:972,101.500,24.75,,,24.60,24.43,24.34,23.33,23.14,,23.84,23.71,,,
06/16/2026,23:19:21:472,102.000,24.75,,,24.59,24.43,24.34,23.32,23.14,,23.84,23.71,,,
06/16/2026,23:19:21:972,102.500,24.75,,,24.60,24.43,24.34,23.32,23.13,,23.84,23.71,,,
06/16/2026,23:19:22:472,103.000,24.75,,,24.60,24.43,24.35,23.33,23.13,,23.84,23.71,,,
06/16/2026,23:19:22:972,103.500,24.75,,,24.59,24.43,24.36,23.33,23.14,,23.84,23.72,,,
06/16/2026,23:19:23:472,104.000,24.75,,,24.59,24.43,24.36,23.33,23.14,,23.84,23.72,,,
06/16/2026,23:19:23:972,104.500,24.75,,,24.58,24.44,24.36,23.33,23.14,,23.84,23.71,,,
06/16/2026,23:19:24:472,105.000,24.75,,,24.59,24.44,24.36,23.33,23.14,,23.84,23.71,,,
06/16/2026,23:19:24:972,105.500,24.75,,,24.59,24.44,24.36,23.34,23.14,,23.84,23.71,,,
06/16/2026,23:19:25:472,106.000,24.75,,,24.59,24.45,24.35,23.34,23.14,,23.85,23.71,,,
06/16/2026,23:19:25:972,106.500,24.75,,,24.60,24.44,24.35,23.33,23.13,,23.85,23.71,,,
06/16/2026,23:19:26:472,107.000,24.75,,,24.60,24.43,24.34,23.33,23.14,,23.85,23.72,,,
06/16/2026,23:19:26:972,107.500,24.75,,,24.60,24.43,24.35,23.33,23.14,,23.85,23.72,,,
06/16/2026,23:19:27:472,108.000,24.75,,,24.60,24.44,24.35,23.32,23.14,,23.85,23.72,,,
06/16/2026,23:19:27:972,108.500,24.75,,,24.59,24.44,24.35,23.32,23.14,,23.85,23.72,,,
06/16/2026,23:19:28:472,109.000,24.75,,,24.58,24.43,24.36,23.33,23.14,,23.86,23.72,,,
06/16/2026,23:19:28:972,109.500,24.75,,,24.59,24.44,24.36,23.33,23.14,,23.84,23.72,,,
06/16/2026,23:19:29:472,110.000,24.75,,,24.59,24.44,24.36,23.33,23.14,,23.84,23.71,,,
06/16/2026,23:19:29:972,110.500,24.75,,,24.59,24.43,24.36,23.33,23.14,,23.85,23.71,,,
06/16/2026,23:19:30:472,111.000,24.75,,,24.60,24.43,24.37,23.32,23.14,,23.84,23.71,,,
06/16/2026,23:19:30:972,111.500,24.75,,,24.60,24.42,24.37,23.32,23.13,,23.85,23.72,,,
06/16/2026,23:19:31:472,112.000,24.75,,,24.60,24.42,24.36,23.33,23.13,,23.85,23.72,,,
06/16/2026,23:19:31:972,112.500,24.75,,,24.60,24.43,24.35,23.33,23.14,,23.85,23.72,,,
06/16/2026,23:19:32:472,113.000,24.76,,,24.60,24.44,24.34,23.33,23.14,,23.85,23.73,,,
06/16/2026,23:19:32:972,113.500,24.76,,,24.59,24.44,24.34,23.33,23.14,,23.85,23.72,,,
06/16/2026,23:19:33:472,114.000,24.75,,,24.60,24.44,24.35,23.33,23.14,,23.85,23.72,,,
06/16/2026,23:19:33:972,114.500,24.75,,,24.59,24.45,24.35,23.33,23.14,,23.84,23.72,,,
06/16/2026,23:19:34:472,115.000,24.75,,,24.59,24.45,24.35,23.33,23.14,,23.85,23.72,,,
06/16/2026,23:19:34:972,115.500,24.76,,,24.60,24.44,24.35,23.33,23.14,,23.85,23.72,,,
06/16/2026,23:19:35:472,116.000,24.75,,,24.60,24.44,24.35,23.33,23.14,,23.85,23.73,,,
06/16/2026,23:19:35:972,116.500,24.76,,,24.61,24.43,24.35,23.33,23.14,,23.85,23.73,,,
06/16/2026,23:19:36:472,117.000,24.76,,,24.61,24.43,24.34,23.32,23.14,,23.86,23.73,,,
06/16/2026,23:19:36:972,117.500,24.76,,,24.61,24.44,24.35,23.33,23.14,,23.86,23.73,,,
06/16/2026,23:19:37:472,118.000,24.76,,,24.60,24.44,24.35,23.33,23.14,,23.86,23.73,,,
06/16/2026,23:19:37:972,118.500,24.76,,,24.60,24.45,24.34,23.33,23.14,,23.86,23.73,,,
06/16/2026,23:19:38:472,119.000,24.75,,,24.61,24.45,24.33,23.32,23.14,,23.85,23.73,,,
06/16/2026,23:19:38:972,119.500,24.75,,,24.60,24.44,24.35,23.32,23.14,,23.85,23.72,,,
06/16/2026,23:19:39:472,120.000,24.75,,,24.60,24.45,24.35,23.32,23.14,,23.84,23.72,,,
06/16/2026,23:19:39:972,120.500,24.75,,,24.60,24.45,24.36,23.33,23.14,,23.84,23.72,,,
