ID244: (S/N=19070039)
ID245: (S/N=21010009)
Date,Time,Elapsed (s),244A Temp,244B Temp,244C Temp,245A Temp,245B Temp,245C Temp, Flags,
06/11/2026,19:59:18:235,60.000,22.71,23.58,,,22.95,23.29,,
06/11/2026,19:59:18:735,60.500,22.71,23.58,,,22.94,23.29,,
06/11/2026,19:59:19:235,61.000,22.71,23.58,,,22.95,23.29,,
06/11/2026,19:59:19:735,61.500,22.71,23.58,,,22.95,23.28,,
06/11/2026,19:59:20:235,62.000,22.71,23.58,,,22.95,23.28,,
06/11/2026,19:59:20:735,62.500,22.71,23.58,,,22.95,23.29,,
06/11/2026,19:59:21:235,63.000,22.71,23.58,,,22.94,23.29,,
06/11/2026,19:59:21:735,63.500,22.71,23.58,,,22.94,23.29,,
06/11/2026,19:59:22:235,64.000,22.71,23.59,,,22.94,23.29,,
06/11/2026,19:59:22:735,64.500,22.71,23.59,,,22.93,23.29,,
06/11/2026,19:59:23:235,65.000,22.71,23.58,,,22.93,23.29,,
06/11/2026,19:59:23:735,65.500,22.71,23.58,,,22.94,23.29,,
06/11/2026,19:59:24:235,66.000,22.71,23.58,,,22.94,23.29,,
06/11/2026,19:59:24:735,66.500,22.71,23.58,,,22.95,23.29,,
06/11/2026,19:59:25:235,67.000,22.71,23.58,,,22.95,23.29,,
06/11/2026,19:59:25:735,67.500,22.71,23.58,,,22.94,23.29,,
06/11/2026,19:59:26:235,68.000,22.71,23.58,,,22.94,23.29,,
06/11/2026,19:59:26:735,68.500,22.71,23.58,,,22.95,23.29,,
06/11/2026,19:59:27:235,69.000,22.70,23.58,,,22.94,23.29,,
06/11/2026,19:59:27:735,69.500,22.71,23.58,,,22.95,23.29,,
06/11/2026,19:59:28:235,70.000,22.71,23.58,,,22.95,23.28,,
06/11/2026,19:59:28:735,70.500,22.72,23.57,,,22.94,23.28,,
06/11/2026,19:59:29:235,71.000,22.73,23.57,,,22.93,23.29,,
06/11/2026,19:59:29:735,71.500,22.72,23.57,,,22.94,23.29,,
06/11/2026,19:59:30:235,72.000,22.72,23.58,,,22.94,23.29,,
06/11/2026,19:59:30:735,72.500,22.72,23.57,,,22.95,23.29,,
06/11/2026,19:59:31:235,73.000,22.72,23.57,,,22.94,23.29,,
06/11/2026,19:59:31:735,73.500,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:32:235,74.000,22.73,23.57,,,22.94,23.29,,
06/11/2026,19:59:32:735,74.500,22.72,23.57,,,22.95,23.29,,
06/11/2026,19:59:33:235,75.000,22.72,23.58,,,22.95,23.29,,
06/11/2026,19:59:33:735,75.500,22.72,23.58,,,22.95,23.29,,
06/11/2026,19:59:34:235,76.000,22.72,23.57,,,22.95,23.29,,
06/11/2026,19:59:34:735,76.500,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:35:235,77.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,19:59:35:735,77.500,22.74,23.57,,,22.95,23.29,,
06/11/2026,19:59:36:235,78.000,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:36:735,78.500,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:37:235,79.000,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:37:735,79.500,22.73,23.57,,,22.94,23.29,,
06/11/2026,19:59:38:235,80.000,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:38:735,80.500,22.73,23.57,,,22.94,23.29,,
06/11/2026,19:59:39:235,81.000,22.73,23.57,,,22.94,23.29,,
06/11/2026,19:59:39:735,81.500,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:40:235,82.000,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:40:735,82.500,22.72,23.57,,,22.95,23.29,,
06/11/2026,19:59:41:235,83.000,22.73,23.57,,,22.94,23.29,,
06/11/2026,19:59:41:735,83.500,22.73,23.57,,,22.94,23.29,,
06/11/2026,19:59:42:235,84.000,22.74,23.57,,,22.95,23.30,,
06/11/2026,19:59:42:735,84.500,22.74,23.57,,,22.95,23.30,,
06/11/2026,19:59:43:235,85.000,22.73,23.57,,,22.94,23.30,,
06/11/2026,19:59:43:735,85.500,22.73,23.57,,,22.94,23.29,,
06/11/2026,19:59:44:235,86.000,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:44:735,86.500,22.74,23.57,,,22.95,23.29,,
06/11/2026,19:59:45:235,87.000,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:45:735,87.500,22.73,23.58,,,22.96,23.29,,
06/11/2026,19:59:46:235,88.000,22.73,23.58,,,22.95,23.28,,
06/11/2026,19:59:46:735,88.500,22.73,23.57,,,22.96,23.29,,
06/11/2026,19:59:47:235,89.000,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:47:735,89.500,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:48:235,90.000,22.72,23.57,,,22.95,23.29,,
06/11/2026,19:59:48:735,90.500,22.73,23.58,,,22.95,23.29,,
06/11/2026,19:59:49:235,91.000,22.73,23.58,,,22.95,23.29,,
06/11/2026,19:59:49:735,91.500,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:50:235,92.000,22.73,23.58,,,22.95,23.29,,
06/11/2026,19:59:50:735,92.500,22.72,23.58,,,22.94,23.29,,
06/11/2026,19:59:51:235,93.000,22.72,23.58,,,22.95,23.29,,
06/11/2026,19:59:51:735,93.500,22.72,23.58,,,22.96,23.29,,
06/11/2026,19:59:52:235,94.000,22.73,23.57,,,22.96,23.28,,
06/11/2026,19:59:52:735,94.500,22.74,23.56,,,22.96,23.29,,
06/11/2026,19:59:53:235,95.000,22.74,23.57,,,22.95,23.29,,
06/11/2026,19:59:53:735,95.500,22.73,23.57,,,22.96,23.29,,
06/11/2026,19:59:54:235,96.000,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:54:735,96.500,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:55:235,97.000,22.74,23.57,,,22.95,23.29,,
06/11/2026,19:59:55:735,97.500,22.73,23.57,,,22.95,23.29,,
06/11/2026,19:59:56:235,98.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,19:59:56:735,98.500,22.72,23.58,,,22.96,23.28,,
06/11/2026,19:59:57:235,99.000,22.72,23.58,,,22.96,23.28,,
06/11/2026,19:59:57:735,99.500,22.73,23.57,,,22.96,23.28,,
06/11/2026,19:59:58:235,100.000,22.74,23.57,,,22.96,23.29,,
06/11/2026,19:59:58:735,100.500,22.73,23.57,,,22.96,23.29,,
06/11/2026,19:59:59:235,101.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,19:59:59:735,101.500,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:00:235,102.000,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:00:735,102.500,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:01:235,103.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:01:735,103.500,22.72,23.58,,,22.96,23.28,,
06/11/2026,20:00:02:235,104.000,22.72,23.57,,,22.96,23.28,,
06/11/2026,20:00:02:735,104.500,22.73,23.57,,,22.96,23.28,,
06/11/2026,20:00:03:235,105.000,22.73,23.57,,,22.95,23.29,,
06/11/2026,20:00:03:735,105.500,22.74,23.57,,,22.95,23.29,,
06/11/2026,20:00:04:235,106.000,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:04:735,106.500,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:05:235,107.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:05:735,107.500,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:06:235,108.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:06:735,108.500,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:07:235,109.000,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:07:735,109.500,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:08:235,110.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:08:735,110.500,22.73,23.58,,,22.96,23.29,,
06/11/2026,20:00:09:235,111.000,22.73,23.57,,,22.96,23.28,,
06/11/2026,20:00:09:735,111.500,22.74,23.57,,,22.96,23.28,,
06/11/2026,20:00:10:235,112.000,22.73,23.58,,,22.96,23.29,,
06/11/2026,20:00:10:735,112.500,22.73,23.58,,,22.96,23.29,,
06/11/2026,20:00:11:235,113.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:11:735,113.500,22.73,23.57,,,22.96,23.30,,
06/11/2026,20:00:12:235,114.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:12:735,114.500,22.73,23.57,,,22.97,23.29,,
06/11/2026,20:00:13:235,115.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:13:735,115.500,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:14:235,116.000,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:14:735,116.500,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:15:235,117.000,22.73,23.58,,,22.96,23.29,,
06/11/2026,20:00:15:735,117.500,22.73,23.58,,,22.96,23.29,,
06/11/2026,20:00:16:235,118.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:16:735,118.500,22.74,23.57,,,22.95,23.29,,
06/11/2026,20:00:17:235,119.000,22.74,23.57,,,22.95,23.29,,
06/11/2026,20:00:17:735,119.500,22.74,23.57,,,22.95,23.29,,
06/11/2026,20:00:18:235,120.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:18:735,120.500,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:19:235,121.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:19:735,121.500,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:20:235,122.000,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:20:735,122.500,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:21:235,123.000,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:21:735,123.500,22.73,23.58,,,22.96,23.29,,
06/11/2026,20:00:22:235,124.000,22.73,23.58,,,22.96,23.29,,
06/11/2026,20:00:22:735,124.500,22.73,23.58,,,22.97,23.29,,
06/11/2026,20:00:23:235,125.000,22.73,23.58,,,22.96,23.29,,
06/11/2026,20:00:23:735,125.500,22.73,23.58,,,22.96,23.29,,
06/11/2026,20:00:24:235,126.000,22.74,23.58,,,22.96,23.29,,
06/11/2026,20:00:24:735,126.500,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:25:235,127.000,22.74,23.56,,,22.97,23.28,,
06/11/2026,20:00:25:735,127.500,22.75,23.56,,,22.97,23.29,,
06/11/2026,20:00:26:235,128.000,22.75,23.56,,,22.96,23.29,,
06/11/2026,20:00:26:735,128.500,22.75,23.57,,,22.96,23.29,,
06/11/2026,20:00:27:235,129.000,22.75,23.57,,,22.96,23.29,,
06/11/2026,20:00:27:735,129.500,22.75,23.56,,,22.96,23.29,,
06/11/2026,20:00:28:235,130.000,22.75,23.57,,,22.96,23.29,,
06/11/2026,20:00:28:735,130.500,22.75,23.57,,,22.96,23.29,,
06/11/2026,20:00:29:235,131.000,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:29:735,131.500,22.73,23.58,,,22.96,23.29,,
06/11/2026,20:00:30:235,132.000,22.73,23.58,,,22.96,23.28,,
06/11/2026,20:00:30:735,132.500,22.73,23.57,,,22.97,23.29,,
06/11/2026,20:00:31:235,133.000,22.74,23.57,,,22.97,23.28,,
06/11/2026,20:00:31:735,133.500,22.75,23.57,,,22.96,23.28,,
06/11/2026,20:00:32:235,134.000,22.75,23.57,,,22.96,23.29,,
06/11/2026,20:00:32:735,134.500,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:33:235,135.000,22.74,23.57,,,22.97,23.29,,
06/11/2026,20:00:33:735,135.500,22.74,23.57,,,22.96,23.28,,
06/11/2026,20:00:34:235,136.000,22.74,23.57,,,22.96,23.28,,
06/11/2026,20:00:34:735,136.500,22.75,23.56,,,22.97,23.29,,
06/11/2026,20:00:35:235,137.000,22.74,23.57,,,22.97,23.28,,
06/11/2026,20:00:35:735,137.500,22.73,23.58,,,22.96,23.28,,
06/11/2026,20:00:36:235,138.000,22.73,23.57,,,22.96,23.29,,
06/11/2026,20:00:36:735,138.500,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:37:235,139.000,22.75,23.57,,,22.97,23.29,,
06/11/2026,20:00:37:735,139.500,22.75,23.57,,,22.97,23.29,,
06/11/2026,20:00:38:235,140.000,22.74,23.57,,,22.97,23.29,,
06/11/2026,20:00:38:735,140.500,22.73,23.57,,,22.97,23.29,,
06/11/2026,20:00:39:235,141.000,22.73,23.57,,,22.97,23.29,,
06/11/2026,20:00:39:735,141.500,22.73,23.57,,,22.97,23.29,,
06/11/2026,20:00:40:235,142.000,22.74,23.57,,,22.96,23.29,,
06/11/2026,20:00:40:735,142.500,22.75,23.57,,,22.97,23.29,,
06/11/2026,20:00:41:235,143.000,22.74,23.57,,,22.97,23.28,,
06/11/2026,20:00:41:735,143.500,22.74,23.57,,,22.96,23.28,,
06/11/2026,20:00:42:235,144.000,22.74,23.58,,,22.96,23.29,,
06/11/2026,20:00:42:735,144.500,22.73,23.58,,,22.97,23.28,,
06/11/2026,20:00:43:235,145.000,22.73,23.58,,,22.97,23.28,,
06/11/2026,20:00:43:735,145.500,22.73,23.58,,,22.98,23.27,,
06/11/2026,20:00:44:235,146.000,22.74,23.57,,,22.98,23.27,,
06/11/2026,20:00:44:735,146.500,22.75,23.57,,,22.98,23.28,,
06/11/2026,20:00:45:235,147.000,22.75,23.57,,,22.97,23.28,,
06/11/2026,20:00:45:735,147.500,22.74,23.57,,,22.97,23.28,,
06/11/2026,20:00:46:235,148.000,22.74,23.57,,,22.97,23.28,,
06/11/2026,20:00:46:735,148.500,22.74,23.57,,,22.97,23.28,,
06/11/2026,20:00:47:235,149.000,22.74,23.57,,,22.97,23.28,,
06/11/2026,20:00:47:735,149.500,22.74,23.57,,,22.97,23.28,,
06/11/2026,20:00:48:235,150.000,22.74,23.57,,,22.97,23.28,,
06/11/2026,20:00:48:735,150.500,22.75,23.57,,,22.97,23.28,,
06/11/2026,20:00:49:235,151.000,22.74,23.57,,,22.97,23.28,,
06/11/2026,20:00:49:735,151.500,22.74,23.58,,,22.97,23.28,,
06/11/2026,20:00:50:235,152.000,22.74,23.58,,,22.97,23.29,,
06/11/2026,20:00:50:735,152.500,22.74,23.58,,,22.97,23.29,,
06/11/2026,20:00:51:235,153.000,22.75,23.57,,,22.97,23.29,,
06/11/2026,20:00:51:735,153.500,22.75,23.57,,,22.97,23.29,,
06/11/2026,20:00:52:235,154.000,22.75,23.58,,,22.96,23.29,,
06/11/2026,20:00:52:735,154.500,22.74,23.58,,,22.97,23.29,,
06/11/2026,20:00:53:235,155.000,22.74,23.57,,,22.97,23.29,,
06/11/2026,20:00:53:735,155.500,22.74,23.57,,,22.97,23.28,,
06/11/2026,20:00:54:235,156.000,22.75,23.57,,,22.97,23.28,,
06/11/2026,20:00:54:735,156.500,22.75,23.57,,,22.96,23.29,,
06/11/2026,20:00:55:235,157.000,22.75,23.57,,,22.97,23.29,,
06/11/2026,20:00:55:735,157.500,22.74,23.58,,,22.97,23.29,,
06/11/2026,20:00:56:235,158.000,22.74,23.58,,,22.98,23.29,,
06/11/2026,20:00:56:735,158.500,22.74,23.58,,,22.98,23.29,,
06/11/2026,20:00:57:235,159.000,22.74,23.58,,,22.98,23.28,,
06/11/2026,20:00:57:735,159.500,22.74,23.58,,,22.98,23.28,,
06/11/2026,20:00:58:235,160.000,22.73,23.58,,,22.97,23.29,,
06/11/2026,20:00:58:735,160.500,22.74,23.57,,,22.97,23.29,,
06/11/2026,20:00:59:235,161.000,22.75,23.57,,,22.98,23.29,,
06/11/2026,20:00:59:735,161.500,22.75,23.57,,,22.97,23.29,,
06/11/2026,20:01:00:235,162.000,22.74,23.57,,,22.97,23.29,,
06/11/2026,20:01:00:735,162.500,22.74,23.57,,,22.97,23.29,,
06/11/2026,20:01:01:235,163.000,22.75,23.57,,,22.97,23.29,,
06/11/2026,20:01:01:735,163.500,22.75,23.57,,,22.98,23.29,,
06/11/2026,20:01:02:235,164.000,22.75,23.57,,,22.98,23.29,,
06/11/2026,20:01:02:735,164.500,22.74,23.58,,,22.97,23.29,,
06/11/2026,20:01:03:235,165.000,22.74,23.58,,,22.97,23.29,,
06/11/2026,20:01:03:735,165.500,22.74,23.57,,,22.97,23.29,,
06/11/2026,20:01:04:235,166.000,22.75,23.57,,,22.97,23.29,,
06/11/2026,20:01:04:735,166.500,22.75,23.57,,,22.98,23.29,,
06/11/2026,20:01:05:235,167.000,22.75,23.57,,,22.97,23.29,,
06/11/2026,20:01:05:735,167.500,22.75,23.57,,,22.97,23.28,,
06/11/2026,20:01:06:235,168.000,22.75,23.57,,,22.98,23.28,,
06/11/2026,20:01:06:735,168.500,22.74,23.57,,,22.97,23.29,,
06/11/2026,20:01:07:235,169.000,22.74,23.57,,,22.97,23.29,,
06/11/2026,20:01:07:735,169.500,22.75,23.57,,,22.98,23.28,,
06/11/2026,20:01:08:235,170.000,22.75,23.57,,,22.98,23.28,,
06/11/2026,20:01:08:735,170.500,22.75,23.58,,,22.98,23.28,,
06/11/2026,20:01:09:235,171.000,22.74,23.58,,,22.98,23.28,,
06/11/2026,20:01:09:735,171.500,22.74,23.57,,,22.98,23.29,,
06/11/2026,20:01:10:235,172.000,22.75,23.57,,,22.98,23.29,,
06/11/2026,20:01:10:735,172.500,22.76,23.56,,,22.99,23.29,,
06/11/2026,20:01:11:235,173.000,22.76,23.57,,,22.98,23.28,,
06/11/2026,20:01:11:735,173.500,22.75,23.57,,,22.98,23.28,,
06/11/2026,20:01:12:235,174.000,22.74,23.57,,,22.98,23.29,,
06/11/2026,20:01:12:735,174.500,22.74,23.57,,,22.98,23.28,,
06/11/2026,20:01:13:235,175.000,22.74,23.57,,,22.98,23.28,,
06/11/2026,20:01:13:735,175.500,22.74,23.57,,,22.98,23.28,,
06/11/2026,20:01:14:235,176.000,22.75,23.57,,,22.98,23.28,,
06/11/2026,20:01:14:735,176.500,22.75,23.56,,,22.98,23.28,,
