ID244: (S/N=19070039)
ID245: (S/N=21010009)
Date,Time,Elapsed (s),244A Temp,244B Temp,244C Temp,245A Temp,245B Temp,245C Temp, Flags,
06/11/2026,21:59:25:170,31.000,22.52,23.92,,,22.68,23.93,,
06/11/2026,21:59:25:670,31.500,22.52,23.92,,,22.69,23.93,,
06/11/2026,21:59:26:170,32.000,22.52,23.92,,,22.69,23.94,,
06/11/2026,21:59:26:670,32.500,22.52,23.92,,,22.69,23.94,,
06/11/2026,21:59:27:170,33.000,22.52,23.92,,,22.68,23.94,,
06/11/2026,21:59:27:670,33.500,22.52,23.92,,,22.69,23.93,,
06/11/2026,21:59:28:170,34.000,22.52,23.92,,,22.69,23.93,,
06/11/2026,21:59:28:670,34.500,22.52,23.92,,,22.69,23.93,,
06/11/2026,21:59:29:170,35.000,22.52,23.92,,,22.70,23.94,,
06/11/2026,21:59:29:670,35.500,22.52,23.92,,,22.69,23.94,,
06/11/2026,21:59:30:170,36.000,22.52,23.92,,,22.69,23.94,,
06/11/2026,21:59:30:670,36.500,22.52,23.92,,,22.68,23.94,,
06/11/2026,21:59:31:170,37.000,22.52,23.93,,,22.69,23.94,,
06/11/2026,21:59:31:670,37.500,22.52,23.92,,,22.69,23.94,,
06/11/2026,21:59:32:170,38.000,22.52,23.92,,,22.69,23.93,,
06/11/2026,21:59:32:670,38.500,22.52,23.92,,,22.69,23.94,,
06/11/2026,21:59:33:170,39.000,22.52,23.93,,,22.69,23.93,,
06/11/2026,21:59:33:670,39.500,22.52,23.92,,,22.69,23.93,,
06/11/2026,21:59:34:170,40.000,22.52,23.92,,,22.69,23.94,,
06/11/2026,21:59:34:670,40.500,22.53,23.92,,,22.69,23.94,,
06/11/2026,21:59:35:170,41.000,22.52,23.92,,,22.69,23.94,,
06/11/2026,21:59:35:670,41.500,22.52,23.92,,,22.70,23.94,,
06/11/2026,21:59:36:170,42.000,22.52,23.93,,,22.69,23.94,,
06/11/2026,21:59:36:670,42.500,22.53,23.92,,,22.69,23.94,,
06/11/2026,21:59:37:170,43.000,22.52,23.93,,,22.69,23.94,,
06/11/2026,21:59:37:670,43.500,22.53,23.92,,,22.70,23.94,,
06/11/2026,21:59:38:170,44.000,22.52,23.92,,,22.69,23.94,,
06/11/2026,21:59:38:670,44.500,22.52,23.92,,,22.69,23.94,,
06/11/2026,21:59:39:170,45.000,22.52,23.92,,,22.70,23.94,,
06/11/2026,21:59:39:670,45.500,22.52,23.92,,,22.70,23.94,,
06/11/2026,21:59:40:170,46.000,22.53,23.93,,,22.69,23.94,,
06/11/2026,21:59:40:670,46.500,22.52,23.93,,,22.70,23.94,,
06/11/2026,21:59:41:170,47.000,22.53,23.92,,,22.70,23.94,,
06/11/2026,21:59:41:670,47.500,22.52,23.92,,,22.69,23.94,,
06/11/2026,21:59:42:170,48.000,22.53,23.92,,,22.69,23.94,,
06/11/2026,21:59:42:670,48.500,22.53,23.93,,,22.69,23.94,,
06/11/2026,21:59:43:170,49.000,22.53,23.92,,,22.70,23.94,,
06/11/2026,21:59:43:670,49.500,22.53,23.93,,,22.69,23.94,,
06/11/2026,21:59:44:170,50.000,22.52,23.93,,,22.70,23.94,,
06/11/2026,21:59:44:670,50.500,22.53,23.92,,,22.70,23.94,,
06/11/2026,21:59:45:170,51.000,22.53,23.92,,,22.71,23.93,,
06/11/2026,21:59:45:670,51.500,22.53,23.92,,,22.70,23.94,,
06/11/2026,21:59:46:170,52.000,22.52,23.93,,,22.70,23.94,,
06/11/2026,21:59:46:670,52.500,22.53,23.92,,,22.69,23.95,,
06/11/2026,21:59:47:170,53.000,22.53,23.92,,,22.69,23.95,,
06/11/2026,21:59:47:670,53.500,22.53,23.92,,,22.69,23.95,,
06/11/2026,21:59:48:170,54.000,22.52,23.93,,,22.70,23.94,,
06/11/2026,21:59:48:670,54.500,22.53,23.93,,,22.69,23.94,,
06/11/2026,21:59:49:170,55.000,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:49:670,55.500,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:50:170,56.000,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:50:670,56.500,22.53,23.93,,,22.69,23.94,,
06/11/2026,21:59:51:170,57.000,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:51:670,57.500,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:52:170,58.000,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:52:670,58.500,22.53,23.93,,,22.70,23.95,,
06/11/2026,21:59:53:170,59.000,22.53,23.93,,,22.70,23.95,,
06/11/2026,21:59:53:670,59.500,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:54:170,60.000,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:54:670,60.500,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:55:170,61.000,22.53,23.93,,,22.69,23.95,,
06/11/2026,21:59:55:670,61.500,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:56:170,62.000,22.53,23.93,,,22.69,23.94,,
06/11/2026,21:59:56:670,62.500,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:57:170,63.000,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:57:670,63.500,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:58:170,64.000,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:58:670,64.500,22.54,23.93,,,22.70,23.94,,
06/11/2026,21:59:59:170,65.000,22.53,23.93,,,22.70,23.94,,
06/11/2026,21:59:59:670,65.500,22.53,23.93,,,22.70,23.95,,
06/11/2026,22:00:00:170,66.000,22.53,23.93,,,22.71,23.94,,
06/11/2026,22:00:00:670,66.500,22.54,23.93,,,22.70,23.94,,
06/11/2026,22:00:01:170,67.000,22.54,23.94,,,22.70,23.94,,
06/11/2026,22:00:01:670,67.500,22.54,23.93,,,22.70,23.94,,
06/11/2026,22:00:02:170,68.000,22.54,23.93,,,22.71,23.94,,
06/11/2026,22:00:02:670,68.500,22.54,23.93,,,22.70,23.94,,
06/11/2026,22:00:03:170,69.000,22.53,23.93,,,22.70,23.94,,
06/11/2026,22:00:03:670,69.500,22.54,23.93,,,22.69,23.95,,
06/11/2026,22:00:04:170,70.000,22.54,23.93,,,22.70,23.95,,
06/11/2026,22:00:04:670,70.500,22.54,23.93,,,22.71,23.95,,
06/11/2026,22:00:05:170,71.000,22.54,23.93,,,22.70,23.95,,
06/11/2026,22:00:05:670,71.500,22.54,23.93,,,22.70,23.95,,
06/11/2026,22:00:06:170,72.000,22.54,23.93,,,22.70,23.94,,
06/11/2026,22:00:06:670,72.500,22.54,23.93,,,22.71,23.94,,
06/11/2026,22:00:07:170,73.000,22.54,23.93,,,22.70,23.94,,
06/11/2026,22:00:07:670,73.500,22.53,23.93,,,22.70,23.94,,
06/11/2026,22:00:08:170,74.000,22.54,23.93,,,22.69,23.94,,
06/11/2026,22:00:08:670,74.500,22.53,23.94,,,22.70,23.94,,
06/11/2026,22:00:09:170,75.000,22.54,23.93,,,22.70,23.95,,
06/11/2026,22:00:09:670,75.500,22.54,23.94,,,22.70,23.94,,
06/11/2026,22:00:10:170,76.000,22.54,23.94,,,22.70,23.94,,
06/11/2026,22:00:10:670,76.500,22.53,23.94,,,22.70,23.95,,
06/11/2026,22:00:11:170,77.000,22.54,23.93,,,22.70,23.94,,
06/11/2026,22:00:11:670,77.500,22.54,23.93,,,22.70,23.94,,
06/11/2026,22:00:12:170,78.000,22.54,23.94,,,22.69,23.95,,
06/11/2026,22:00:12:670,78.500,22.54,23.93,,,22.70,23.95,,
06/11/2026,22:00:13:170,79.000,22.53,23.94,,,22.70,23.95,,
06/11/2026,22:00:13:670,79.500,22.54,23.94,,,22.70,23.95,,
06/11/2026,22:00:14:170,80.000,22.54,23.93,,,22.71,23.94,,
06/11/2026,22:00:14:670,80.500,22.54,23.93,,,22.70,23.95,,
06/11/2026,22:00:15:170,81.000,22.54,23.94,,,22.70,23.94,,
06/11/2026,22:00:15:670,81.500,22.54,23.94,,,22.70,23.95,,
06/11/2026,22:00:16:170,82.000,22.54,23.94,,,22.70,23.95,,
06/11/2026,22:00:16:670,82.500,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:17:170,83.000,22.54,23.94,,,22.71,23.96,,
06/11/2026,22:00:17:670,83.500,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:18:170,84.000,22.54,23.94,,,22.70,23.96,,
06/11/2026,22:00:18:670,84.500,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:19:170,85.000,22.54,23.93,,,22.70,23.95,,
06/11/2026,22:00:19:670,85.500,22.54,23.94,,,22.72,23.95,,
06/11/2026,22:00:20:170,86.000,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:20:670,86.500,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:21:170,87.000,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:21:670,87.500,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:22:170,88.000,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:22:670,88.500,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:23:170,89.000,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:23:670,89.500,22.55,23.94,,,22.71,23.95,,
06/11/2026,22:00:24:170,90.000,22.54,23.94,,,22.71,23.96,,
06/11/2026,22:00:24:670,90.500,22.54,23.94,,,22.72,23.95,,
06/11/2026,22:00:25:170,91.000,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:25:670,91.500,22.55,23.94,,,22.72,23.95,,
06/11/2026,22:00:26:170,92.000,22.55,23.94,,,22.72,23.95,,
06/11/2026,22:00:26:670,92.500,22.55,23.94,,,22.72,23.95,,
06/11/2026,22:00:27:170,93.000,22.54,23.94,,,22.71,23.96,,
06/11/2026,22:00:27:670,93.500,22.55,23.94,,,22.72,23.95,,
06/11/2026,22:00:28:170,94.000,22.54,23.94,,,22.71,23.96,,
06/11/2026,22:00:28:670,94.500,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:29:170,95.000,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:29:670,95.500,22.54,23.94,,,22.72,23.95,,
06/11/2026,22:00:30:170,96.000,22.55,23.94,,,22.71,23.95,,
06/11/2026,22:00:30:670,96.500,22.54,23.94,,,22.72,23.95,,
06/11/2026,22:00:31:170,97.000,22.54,23.94,,,22.71,23.95,,
06/11/2026,22:00:31:670,97.500,22.54,23.94,,,22.72,23.95,,
06/11/2026,22:00:32:170,98.000,22.55,23.94,,,22.72,23.95,,
06/11/2026,22:00:32:670,98.500,22.54,23.95,,,22.72,23.95,,
06/11/2026,22:00:33:170,99.000,22.55,23.94,,,22.72,23.95,,
06/11/2026,22:00:33:670,99.500,22.54,23.94,,,22.72,23.95,,
06/11/2026,22:00:34:170,100.000,22.55,23.94,,,22.72,23.96,,
06/11/2026,22:00:34:670,100.500,22.55,23.94,,,22.72,23.95,,
06/11/2026,22:00:35:170,101.000,22.55,23.94,,,22.71,23.95,,
06/11/2026,22:00:35:670,101.500,22.55,23.94,,,22.71,23.95,,
06/11/2026,22:00:36:170,102.000,22.55,23.94,,,22.71,23.95,,
06/11/2026,22:00:36:670,102.500,22.54,23.94,,,22.72,23.95,,
06/11/2026,22:00:37:170,103.000,22.55,23.94,,,22.71,23.96,,
06/11/2026,22:00:37:670,103.500,22.55,23.94,,,22.72,23.95,,
06/11/2026,22:00:38:170,104.000,22.55,23.95,,,22.71,23.95,,
06/11/2026,22:00:38:670,104.500,22.55,23.94,,,22.73,23.95,,
06/11/2026,22:00:39:170,105.000,22.55,23.95,,,22.72,23.95,,
06/11/2026,22:00:39:670,105.500,22.55,23.94,,,22.72,23.95,,
06/11/2026,22:00:40:170,106.000,22.55,23.95,,,22.71,23.96,,
06/11/2026,22:00:40:670,106.500,22.55,23.94,,,22.72,23.95,,
06/11/2026,22:00:41:170,107.000,22.55,23.95,,,22.72,23.95,,
06/11/2026,22:00:41:670,107.500,22.55,23.94,,,22.72,23.95,,
06/11/2026,22:00:42:170,108.000,22.55,23.95,,,22.71,23.95,,
06/11/2026,22:00:42:670,108.500,22.55,23.95,,,22.71,23.95,,
06/11/2026,22:00:43:170,109.000,22.55,23.95,,,22.72,23.95,,
06/11/2026,22:00:43:670,109.500,22.55,23.95,,,22.71,23.95,,
06/11/2026,22:00:44:170,110.000,22.56,23.95,,,22.71,23.95,,
06/11/2026,22:00:44:670,110.500,22.55,23.95,,,22.71,23.95,,
06/11/2026,22:00:45:170,111.000,22.55,23.94,,,22.73,23.95,,
06/11/2026,22:00:45:670,111.500,22.55,23.95,,,22.71,23.96,,
06/11/2026,22:00:46:170,112.000,22.55,23.94,,,22.73,23.95,,
06/11/2026,22:00:46:670,112.500,22.55,23.95,,,22.72,23.95,,
06/11/2026,22:00:47:170,113.000,22.55,23.95,,,22.72,23.96,,
06/11/2026,22:00:47:670,113.500,22.55,23.95,,,22.73,23.96,,
06/11/2026,22:00:48:170,114.000,22.56,23.95,,,22.72,23.96,,
06/11/2026,22:00:48:670,114.500,22.55,23.95,,,22.73,23.95,,
06/11/2026,22:00:49:170,115.000,22.55,23.95,,,22.72,23.96,,
06/11/2026,22:00:49:670,115.500,22.55,23.95,,,22.72,23.96,,
06/11/2026,22:00:50:170,116.000,22.55,23.95,,,22.72,23.96,,
06/11/2026,22:00:50:670,116.500,22.55,23.95,,,22.73,23.96,,
06/11/2026,22:00:51:170,117.000,22.55,23.95,,,22.72,23.96,,
06/11/2026,22:00:51:670,117.500,22.55,23.94,,,22.71,23.96,,
06/11/2026,22:00:52:170,118.000,22.55,23.95,,,22.71,23.96,,
06/11/2026,22:00:52:670,118.500,22.55,23.94,,,22.72,23.96,,
06/11/2026,22:00:53:170,119.000,22.55,23.95,,,22.73,23.96,,
06/11/2026,22:00:53:670,119.500,22.56,23.95,,,22.74,23.95,,
06/11/2026,22:00:54:170,120.000,22.55,23.95,,,22.73,23.95,,
06/11/2026,22:00:54:670,120.500,22.55,23.95,,,22.73,23.95,,
06/11/2026,22:00:55:170,121.000,22.56,23.95,,,22.73,23.96,,
06/11/2026,22:00:55:670,121.500,22.55,23.96,,,22.73,23.95,,
06/11/2026,22:00:56:170,122.000,22.56,23.95,,,22.72,23.96,,
06/11/2026,22:00:56:670,122.500,22.56,23.95,,,22.73,23.96,,
06/11/2026,22:00:57:170,123.000,22.56,23.95,,,22.72,23.96,,
06/11/2026,22:00:57:670,123.500,22.56,23.95,,,22.73,23.96,,
06/11/2026,22:00:58:170,124.000,22.56,23.95,,,22.73,23.96,,
06/11/2026,22:00:58:670,124.500,22.55,23.95,,,22.73,23.96,,
06/11/2026,22:00:59:170,125.000,22.56,23.95,,,22.74,23.96,,
06/11/2026,22:00:59:670,125.500,22.56,23.95,,,22.73,23.96,,
06/11/2026,22:01:00:170,126.000,22.56,23.95,,,22.74,23.96,,
06/11/2026,22:01:00:670,126.500,22.55,23.95,,,22.73,23.96,,
06/11/2026,22:01:01:170,127.000,22.56,23.95,,,22.74,23.95,,
06/11/2026,22:01:01:670,127.500,22.56,23.95,,,22.73,23.96,,
06/11/2026,22:01:02:170,128.000,22.55,23.95,,,22.73,23.95,,
06/11/2026,22:01:02:670,128.500,22.56,23.95,,,22.72,23.95,,
06/11/2026,22:01:03:170,129.000,22.56,23.96,,,22.73,23.95,,
06/11/2026,22:01:03:670,129.500,22.56,23.96,,,22.72,23.96,,
06/11/2026,22:01:04:170,130.000,22.56,23.96,,,22.73,23.95,,
06/11/2026,22:01:04:670,130.500,22.56,23.95,,,22.72,23.96,,
06/11/2026,22:01:05:170,131.000,22.56,23.96,,,22.72,23.96,,
06/11/2026,22:01:05:670,131.500,22.56,23.96,,,22.72,23.96,,
06/11/2026,22:01:06:170,132.000,22.56,23.96,,,22.74,23.96,,
06/11/2026,22:01:06:670,132.500,22.56,23.95,,,22.73,23.96,,
06/11/2026,22:01:07:170,133.000,22.56,23.95,,,22.74,23.96,,
06/11/2026,22:01:07:670,133.500,22.56,23.96,,,22.73,23.96,,
06/11/2026,22:01:08:170,134.000,22.55,23.95,,,22.74,23.96,,
06/11/2026,22:01:08:670,134.500,22.56,23.95,,,22.73,23.96,,
06/11/2026,22:01:09:170,135.000,22.56,23.95,,,22.74,23.96,,
06/11/2026,22:01:09:670,135.500,22.56,23.95,,,22.73,23.96,,
06/11/2026,22:01:10:170,136.000,22.56,23.95,,,22.72,23.96,,
06/11/2026,22:01:10:670,136.500,22.56,23.96,,,22.73,23.96,,
06/11/2026,22:01:11:170,137.000,22.56,23.95,,,22.73,23.96,,
06/11/2026,22:01:11:670,137.500,22.56,23.96,,,22.73,23.96,,
06/11/2026,22:01:12:170,138.000,22.56,23.95,,,22.74,23.96,,
06/11/2026,22:01:12:670,138.500,22.56,23.95,,,22.73,23.97,,
06/11/2026,22:01:13:170,139.000,22.56,23.96,,,22.73,23.96,,
06/11/2026,22:01:13:670,139.500,22.56,23.96,,,22.73,23.96,,
06/11/2026,22:01:14:170,140.000,22.56,23.96,,,22.72,23.97,,
06/11/2026,22:01:14:670,140.500,22.56,23.96,,,22.74,23.96,,
06/11/2026,22:01:15:170,141.000,22.56,23.96,,,22.73,23.96,,
06/11/2026,22:01:15:670,141.500,22.56,23.95,,,22.74,23.96,,
06/11/2026,22:01:16:170,142.000,22.56,23.96,,,22.73,23.96,,
06/11/2026,22:01:16:670,142.500,22.56,23.95,,,22.73,23.96,,
06/11/2026,22:01:17:170,143.000,22.56,23.96,,,22.74,23.96,,
06/11/2026,22:01:17:670,143.500,22.56,23.96,,,22.73,23.96,,
06/11/2026,22:01:18:170,144.000,22.56,23.96,,,22.74,23.96,,
06/11/2026,22:01:18:670,144.500,22.56,23.95,,,22.74,23.97,,
06/11/2026,22:01:19:170,145.000,22.56,23.96,,,22.75,23.96,,
06/11/2026,22:01:19:670,145.500,22.56,23.96,,,22.74,23.97,,
06/11/2026,22:01:20:170,146.000,22.56,23.96,,,22.74,23.96,,
06/11/2026,22:01:20:670,146.500,22.56,23.96,,,22.74,23.97,,
06/11/2026,22:01:21:170,147.000,22.56,23.96,,,22.74,23.96,,
06/11/2026,22:01:21:670,147.500,22.57,23.96,,,22.74,23.97,,
06/11/2026,22:01:22:170,148.000,22.57,23.96,,,22.75,23.96,,
06/11/2026,22:01:22:670,148.500,22.56,23.96,,,22.74,23.97,,
06/11/2026,22:01:23:170,149.000,22.56,23.96,,,22.74,23.97,,
06/11/2026,22:01:23:670,149.500,22.56,23.96,,,22.74,23.96,,
06/11/2026,22:01:24:170,150.000,22.57,23.96,,,22.74,23.97,,
06/11/2026,22:01:24:670,150.500,22.56,23.96,,,22.75,23.96,,
06/11/2026,22:01:25:170,151.000,22.56,23.96,,,22.74,23.96,,
06/11/2026,22:01:25:670,151.500,22.56,23.96,,,22.75,23.96,,
06/11/2026,22:01:26:170,152.000,22.56,23.96,,,22.74,23.96,,
06/11/2026,22:01:26:670,152.500,22.56,23.96,,,22.74,23.96,,
06/11/2026,22:01:27:170,153.000,22.56,23.96,,,22.73,23.96,,
06/11/2026,22:01:27:670,153.500,22.56,23.96,,,22.74,23.96,,
06/11/2026,22:01:28:170,154.000,22.57,23.96,,,22.73,23.96,,
06/11/2026,22:01:28:670,154.500,22.56,23.96,,,22.73,23.96,,
06/11/2026,22:01:29:170,155.000,22.57,23.96,,,22.74,23.97,,
06/11/2026,22:01:29:670,155.500,22.57,23.96,,,22.73,23.97,,
06/11/2026,22:01:30:170,156.000,22.57,23.96,,,22.74,23.96,,
06/11/2026,22:01:30:670,156.500,22.57,23.96,,,22.75,23.97,,
06/11/2026,22:01:31:170,157.000,22.57,23.96,,,22.73,23.97,,
06/11/2026,22:01:31:670,157.500,22.57,23.96,,,22.74,23.96,,
06/11/2026,22:01:32:170,158.000,22.56,23.96,,,22.74,23.97,,
06/11/2026,22:01:32:670,158.500,22.57,23.96,,,22.75,23.97,,
06/11/2026,22:01:33:170,159.000,22.57,23.96,,,22.74,23.97,,
06/11/2026,22:01:33:670,159.500,22.57,23.96,,,22.74,23.97,,
06/11/2026,22:01:34:170,160.000,22.57,23.96,,,22.73,23.97,,
06/11/2026,22:01:34:670,160.500,22.57,23.96,,,22.75,23.97,,
06/11/2026,22:01:35:170,161.000,22.57,23.96,,,22.73,23.97,,
06/11/2026,22:01:35:670,161.500,22.57,23.97,,,22.74,23.96,,
06/11/2026,22:01:36:170,162.000,22.57,23.96,,,22.74,23.97,,
06/11/2026,22:01:36:670,162.500,22.56,23.97,,,22.74,23.96,,
06/11/2026,22:01:37:170,163.000,22.57,23.96,,,22.74,23.97,,
06/11/2026,22:01:37:670,163.500,22.56,23.97,,,22.75,23.97,,
06/11/2026,22:01:38:170,164.000,22.57,23.97,,,22.75,23.97,,
06/11/2026,22:01:38:670,164.500,22.57,23.97,,,22.74,23.97,,
06/11/2026,22:01:39:170,165.000,22.57,23.96,,,22.74,23.97,,
06/11/2026,22:01:39:670,165.500,22.57,23.97,,,22.73,23.97,,
06/11/2026,22:01:40:170,166.000,22.57,23.97,,,22.74,23.97,,
06/11/2026,22:01:40:670,166.500,22.57,23.97,,,22.73,23.97,,
06/11/2026,22:01:41:170,167.000,22.57,23.97,,,22.75,23.97,,
06/11/2026,22:01:41:670,167.500,22.57,23.97,,,22.74,23.97,,
06/11/2026,22:01:42:170,168.000,22.57,23.97,,,22.75,23.97,,
06/11/2026,22:01:42:670,168.500,22.57,23.97,,,22.74,23.97,,
06/11/2026,22:01:43:170,169.000,22.57,23.97,,,22.75,23.97,,
06/11/2026,22:01:43:670,169.500,22.57,23.97,,,22.76,23.97,,
06/11/2026,22:01:44:170,170.000,22.57,23.97,,,22.76,23.97,,
06/11/2026,22:01:44:670,170.500,22.57,23.97,,,22.75,23.97,,
06/11/2026,22:01:45:170,171.000,22.57,23.97,,,22.75,23.97,,
06/11/2026,22:01:45:670,171.500,22.57,23.96,,,22.75,23.97,,
06/11/2026,22:01:46:170,172.000,22.58,23.97,,,22.75,23.97,,
06/11/2026,22:01:46:670,172.500,22.58,23.96,,,22.75,23.97,,
06/11/2026,22:01:47:170,173.000,22.57,23.97,,,22.73,23.97,,
06/11/2026,22:01:47:670,173.500,22.57,23.97,,,22.75,23.97,,
06/11/2026,22:01:48:170,174.000,22.57,23.97,,,22.74,23.97,,
06/11/2026,22:01:48:670,174.500,22.58,23.96,,,22.75,23.97,,
06/11/2026,22:01:49:170,175.000,22.57,23.97,,,22.75,23.97,,
06/11/2026,22:01:49:670,175.500,22.57,23.96,,,22.75,23.97,,
06/11/2026,22:01:50:170,176.000,22.57,23.97,,,22.74,23.97,,
06/11/2026,22:01:50:670,176.500,22.57,23.97,,,22.75,23.97,,
