ID244: (S/N=19070039)
ID245: (S/N=21010009)
Date,Time,Elapsed (s),244A Temp,244B Temp,244C Temp,245A Temp,245B Temp,245C Temp, Flags,
06/11/2026,19:32:37:386,21.500,22.23,22.87,,,22.53,22.69,,
06/11/2026,19:32:37:886,22.000,22.23,22.87,,,22.52,22.70,,
06/11/2026,19:32:38:386,22.500,22.23,22.86,,,22.53,22.69,,
06/11/2026,19:32:38:886,23.000,22.23,22.86,,,22.53,22.69,,
06/11/2026,19:32:39:386,23.500,22.22,22.87,,,22.53,22.69,,
06/11/2026,19:32:39:886,24.000,22.22,22.87,,,22.54,22.69,,
06/11/2026,19:32:40:386,24.500,22.23,22.87,,,22.54,22.68,,
06/11/2026,19:32:40:886,25.000,22.23,22.87,,,22.53,22.69,,
06/11/2026,19:32:41:386,25.500,22.22,22.88,,,22.54,22.69,,
06/11/2026,19:32:41:886,26.000,22.21,22.88,,,22.54,22.69,,
06/11/2026,19:32:42:386,26.500,22.22,22.87,,,22.53,22.70,,
06/11/2026,19:32:42:886,27.000,22.23,22.87,,,22.52,22.70,,
06/11/2026,19:32:43:386,27.500,22.22,22.88,,,22.53,22.70,,
06/11/2026,19:32:43:886,28.000,22.22,22.88,,,22.52,22.70,,
06/11/2026,19:32:44:386,28.500,22.22,22.88,,,22.52,22.70,,
06/11/2026,19:32:44:886,29.000,22.22,22.88,,,22.51,22.71,,
06/11/2026,19:32:45:386,29.500,22.22,22.88,,,22.49,22.72,,
06/11/2026,19:32:45:886,30.000,22.23,22.88,,,22.50,22.73,,
06/11/2026,19:32:46:386,30.500,22.22,22.88,,,22.48,22.72,,
06/11/2026,19:32:46:886,31.000,22.22,22.88,,,22.48,22.72,,
06/11/2026,19:32:47:386,31.500,22.23,22.88,,,22.48,22.72,,
06/11/2026,19:32:47:886,32.000,22.23,22.88,,,22.50,22.72,,
06/11/2026,19:32:48:386,32.500,22.22,22.88,,,22.50,22.72,,
06/11/2026,19:32:48:886,33.000,22.22,22.89,,,22.49,22.72,,
06/11/2026,19:32:49:386,33.500,22.22,22.88,,,22.49,22.73,,
06/11/2026,19:32:49:886,34.000,22.22,22.88,,,22.48,22.73,,
06/11/2026,19:32:50:386,34.500,22.22,22.88,,,22.48,22.73,,
06/11/2026,19:32:50:886,35.000,22.23,22.88,,,22.49,22.72,,
06/11/2026,19:32:51:386,35.500,22.22,22.89,,,22.49,22.72,,
06/11/2026,19:32:51:886,36.000,22.22,22.89,,,22.49,22.72,,
06/11/2026,19:32:52:386,36.500,22.22,22.89,,,22.48,22.73,,
06/11/2026,19:32:52:886,37.000,22.22,22.89,,,22.48,22.73,,
06/11/2026,19:32:53:386,37.500,22.22,22.89,,,22.48,22.73,,
06/11/2026,19:32:53:886,38.000,22.22,22.88,,,22.48,22.73,,
06/11/2026,19:32:54:386,38.500,22.23,22.88,,,22.49,22.72,,
06/11/2026,19:32:54:886,39.000,22.23,22.88,,,22.51,22.72,,
06/11/2026,19:32:55:386,39.500,22.22,22.89,,,22.52,22.71,,
06/11/2026,19:32:55:886,40.000,22.23,22.89,,,22.53,22.71,,
06/11/2026,19:32:56:386,40.500,22.23,22.88,,,22.52,22.71,,
06/11/2026,19:32:56:886,41.000,22.23,22.89,,,22.50,22.72,,
06/11/2026,19:32:57:386,41.500,22.22,22.89,,,22.49,22.72,,
06/11/2026,19:32:57:886,42.000,22.23,22.88,,,22.49,22.73,,
06/11/2026,19:32:58:386,42.500,22.23,22.88,,,22.51,22.72,,
06/11/2026,19:32:58:886,43.000,22.22,22.89,,,22.51,22.72,,
06/11/2026,19:32:59:386,43.500,22.22,22.89,,,22.50,22.72,,
06/11/2026,19:32:59:886,44.000,22.23,22.89,,,22.49,22.73,,
06/11/2026,19:33:00:386,44.500,22.23,22.88,,,22.49,22.73,,
06/11/2026,19:33:00:886,45.000,22.23,22.89,,,22.50,22.73,,
06/11/2026,19:33:01:386,45.500,22.23,22.89,,,22.51,22.73,,
06/11/2026,19:33:01:886,46.000,22.24,22.89,,,22.52,22.72,,
06/11/2026,19:33:02:386,46.500,22.23,22.89,,,22.52,22.72,,
06/11/2026,19:33:02:886,47.000,22.22,22.89,,,22.53,22.72,,
06/11/2026,19:33:03:386,47.500,22.22,22.89,,,22.53,22.71,,
06/11/2026,19:33:03:886,48.000,22.23,22.89,,,22.53,22.71,,
06/11/2026,19:33:04:386,48.500,22.23,22.89,,,22.52,22.72,,
06/11/2026,19:33:04:886,49.000,22.23,22.89,,,22.51,22.72,,
06/11/2026,19:33:05:386,49.500,22.23,22.89,,,22.50,22.73,,
06/11/2026,19:33:05:886,50.000,22.23,22.89,,,22.49,22.73,,
06/11/2026,19:33:06:386,50.500,22.22,22.89,,,22.48,22.73,,
06/11/2026,19:33:06:886,51.000,22.23,22.89,,,22.48,22.73,,
06/11/2026,19:33:07:386,51.500,22.24,22.89,,,22.49,22.73,,
06/11/2026,19:33:07:886,52.000,22.24,22.90,,,22.49,22.73,,
06/11/2026,19:33:08:386,52.500,22.23,22.90,,,22.49,22.73,,
06/11/2026,19:33:08:886,53.000,22.24,22.90,,,22.49,22.74,,
06/11/2026,19:33:09:386,53.500,22.24,22.89,,,22.49,22.74,,
06/11/2026,19:33:09:886,54.000,22.24,22.89,,,22.50,22.73,,
06/11/2026,19:33:10:386,54.500,22.24,22.89,,,22.51,22.72,,
06/11/2026,19:33:10:886,55.000,22.23,22.90,,,22.53,22.72,,
06/11/2026,19:33:11:386,55.500,22.22,22.90,,,22.53,22.73,,
06/11/2026,19:33:11:886,56.000,22.23,22.90,,,22.53,22.72,,
06/11/2026,19:33:12:386,56.500,22.23,22.90,,,22.54,22.72,,
06/11/2026,19:33:12:886,57.000,22.24,22.89,,,22.54,22.71,,
06/11/2026,19:33:13:386,57.500,22.24,22.89,,,22.54,22.71,,
06/11/2026,19:33:13:886,58.000,22.23,22.90,,,22.54,22.71,,
06/11/2026,19:33:14:386,58.500,22.24,22.90,,,22.53,22.71,,
06/11/2026,19:33:14:886,59.000,22.24,22.89,,,22.52,22.72,,
06/11/2026,19:33:15:386,59.500,22.24,22.89,,,22.53,22.72,,
06/11/2026,19:33:15:886,60.000,22.24,22.90,,,22.53,22.72,,
06/11/2026,19:33:16:386,60.500,22.24,22.90,,,22.54,22.71,,
06/11/2026,19:33:16:886,61.000,22.24,22.89,,,22.54,22.71,,
06/11/2026,19:33:17:386,61.500,22.23,22.90,,,22.55,22.71,,
06/11/2026,19:33:17:886,62.000,22.24,22.91,,,22.55,22.71,,
06/11/2026,19:33:18:386,62.500,22.23,22.91,,,22.54,22.71,,
06/11/2026,19:33:18:886,63.000,22.23,22.91,,,22.54,22.71,,
06/11/2026,19:33:19:386,63.500,22.24,22.91,,,22.54,22.72,,
06/11/2026,19:33:19:886,64.000,22.23,22.91,,,22.54,22.72,,
06/11/2026,19:33:20:386,64.500,22.24,22.91,,,22.54,22.72,,
06/11/2026,19:33:20:886,65.000,22.24,22.90,,,22.54,22.71,,
06/11/2026,19:33:21:386,65.500,22.24,22.90,,,22.54,22.71,,
06/11/2026,19:33:21:886,66.000,22.25,22.90,,,22.55,22.71,,
06/11/2026,19:33:22:386,66.500,22.24,22.91,,,22.54,22.72,,
06/11/2026,19:33:22:886,67.000,22.24,22.91,,,22.54,22.72,,
06/11/2026,19:33:23:386,67.500,22.24,22.91,,,22.53,22.73,,
06/11/2026,19:33:23:886,68.000,22.24,22.91,,,22.54,22.72,,
06/11/2026,19:33:24:386,68.500,22.24,22.91,,,22.55,22.71,,
06/11/2026,19:33:24:886,69.000,22.24,22.91,,,22.55,22.71,,
06/11/2026,19:33:25:386,69.500,22.24,22.91,,,22.54,22.71,,
06/11/2026,19:33:25:886,70.000,22.24,22.91,,,22.54,22.72,,
06/11/2026,19:33:26:386,70.500,22.24,22.91,,,22.54,22.72,,
06/11/2026,19:33:26:886,71.000,22.24,22.91,,,22.53,22.73,,
06/11/2026,19:33:27:386,71.500,22.24,22.90,,,22.53,22.73,,
06/11/2026,19:33:27:886,72.000,22.25,22.90,,,22.54,22.73,,
06/11/2026,19:33:28:386,72.500,22.25,22.91,,,22.54,22.73,,
06/11/2026,19:33:28:886,73.000,22.24,22.91,,,22.53,22.73,,
06/11/2026,19:33:29:386,73.500,22.24,22.91,,,22.52,22.74,,
06/11/2026,19:33:29:886,74.000,22.24,22.91,,,22.51,22.74,,
06/11/2026,19:33:30:386,74.500,22.25,22.91,,,22.50,22.75,,
06/11/2026,19:33:30:886,75.000,22.25,22.91,,,22.49,22.75,,
06/11/2026,19:33:31:386,75.500,22.24,22.91,,,22.50,22.75,,
06/11/2026,19:33:31:886,76.000,22.24,22.91,,,22.49,22.75,,
06/11/2026,19:33:32:386,76.500,22.25,22.91,,,22.49,22.76,,
06/11/2026,19:33:32:886,77.000,22.24,22.92,,,22.50,22.75,,
06/11/2026,19:33:33:386,77.500,22.24,22.92,,,22.52,22.75,,
06/11/2026,19:33:33:886,78.000,22.25,22.91,,,22.53,22.74,,
06/11/2026,19:33:34:386,78.500,22.25,22.91,,,22.54,22.73,,
06/11/2026,19:33:34:886,79.000,22.24,22.92,,,22.55,22.73,,
06/11/2026,19:33:35:386,79.500,22.25,22.92,,,22.55,22.73,,
06/11/2026,19:33:35:886,80.000,22.25,22.91,,,22.55,22.73,,
06/11/2026,19:33:36:386,80.500,22.24,22.92,,,22.55,22.73,,
06/11/2026,19:33:36:886,81.000,22.24,22.92,,,22.54,22.74,,
06/11/2026,19:33:37:386,81.500,22.24,22.92,,,22.54,22.74,,
06/11/2026,19:33:37:886,82.000,22.25,22.92,,,22.54,22.73,,
06/11/2026,19:33:38:386,82.500,22.24,22.92,,,22.55,22.73,,
06/11/2026,19:33:38:886,83.000,22.25,22.92,,,22.55,22.73,,
06/11/2026,19:33:39:386,83.500,22.25,22.91,,,22.54,22.74,,
06/11/2026,19:33:39:886,84.000,22.25,22.91,,,22.53,22.74,,
06/11/2026,19:33:40:386,84.500,22.25,22.92,,,22.51,22.75,,
06/11/2026,19:33:40:886,85.000,22.25,22.92,,,22.50,22.75,,
06/11/2026,19:33:41:386,85.500,22.25,22.92,,,22.50,22.75,,
06/11/2026,19:33:41:886,86.000,22.25,22.92,,,22.51,22.75,,
06/11/2026,19:33:42:386,86.500,22.25,22.92,,,22.52,22.75,,
06/11/2026,19:33:42:886,87.000,22.24,22.92,,,22.53,22.75,,
06/11/2026,19:33:43:386,87.500,22.25,22.92,,,22.54,22.74,,
06/11/2026,19:33:43:886,88.000,22.25,22.92,,,22.55,22.73,,
06/11/2026,19:33:44:386,88.500,22.25,22.93,,,22.55,22.73,,
06/11/2026,19:33:44:886,89.000,22.25,22.92,,,22.55,22.73,,
06/11/2026,19:33:45:386,89.500,22.26,22.92,,,22.55,22.73,,
06/11/2026,19:33:45:886,90.000,22.25,22.93,,,22.55,22.74,,
06/11/2026,19:33:46:386,90.500,22.24,22.93,,,22.55,22.74,,
06/11/2026,19:33:46:886,91.000,22.25,22.92,,,22.55,22.74,,
06/11/2026,19:33:47:386,91.500,22.26,22.92,,,22.55,22.74,,
06/11/2026,19:33:47:886,92.000,22.25,22.93,,,22.55,22.74,,
06/11/2026,19:33:48:386,92.500,22.25,22.93,,,22.55,22.74,,
06/11/2026,19:33:48:886,93.000,22.26,22.93,,,22.54,22.74,,
06/11/2026,19:33:49:386,93.500,22.26,22.93,,,22.53,22.75,,
06/11/2026,19:33:49:886,94.000,22.25,22.93,,,22.52,22.76,,
06/11/2026,19:33:50:386,94.500,22.26,22.93,,,22.51,22.76,,
06/11/2026,19:33:50:886,95.000,22.26,22.93,,,22.50,22.76,,
06/11/2026,19:33:51:386,95.500,22.25,22.93,,,22.51,22.76,,
06/11/2026,19:33:51:886,96.000,22.25,22.93,,,22.52,22.76,,
06/11/2026,19:33:52:386,96.500,22.25,22.93,,,22.52,22.76,,
06/11/2026,19:33:52:886,97.000,22.25,22.93,,,22.53,22.75,,
06/11/2026,19:33:53:386,97.500,22.26,22.93,,,22.55,22.74,,
06/11/2026,19:33:53:886,98.000,22.25,22.93,,,22.55,22.74,,
06/11/2026,19:33:54:386,98.500,22.25,22.94,,,22.56,22.73,,
06/11/2026,19:33:54:886,99.000,22.25,22.93,,,22.57,22.73,,
06/11/2026,19:33:55:386,99.500,22.25,22.93,,,22.57,22.73,,
06/11/2026,19:33:55:886,100.000,22.25,22.94,,,22.56,22.74,,
06/11/2026,19:33:56:386,100.500,22.25,22.94,,,22.55,22.74,,
06/11/2026,19:33:56:886,101.000,22.25,22.93,,,22.54,22.75,,
06/11/2026,19:33:57:386,101.500,22.25,22.93,,,22.52,22.75,,
06/11/2026,19:33:57:886,102.000,22.26,22.93,,,22.52,22.76,,
06/11/2026,19:33:58:386,102.500,22.26,22.93,,,22.52,22.76,,
06/11/2026,19:33:58:886,103.000,22.25,22.93,,,22.51,22.77,,
06/11/2026,19:33:59:386,103.500,22.25,22.94,,,22.50,22.76,,
06/11/2026,19:33:59:886,104.000,22.26,22.94,,,22.51,22.76,,
06/11/2026,19:34:00:386,104.500,22.26,22.94,,,22.52,22.76,,
06/11/2026,19:34:00:886,105.000,22.27,22.93,,,22.51,22.76,,
06/11/2026,19:34:01:386,105.500,22.26,22.94,,,22.50,22.77,,
06/11/2026,19:34:01:886,106.000,22.26,22.94,,,22.51,22.77,,
06/11/2026,19:34:02:386,106.500,22.26,22.94,,,22.53,22.76,,
06/11/2026,19:34:02:886,107.000,22.26,22.93,,,22.54,22.75,,
06/11/2026,19:34:03:386,107.500,22.26,22.93,,,22.54,22.75,,
06/11/2026,19:34:03:886,108.000,22.25,22.94,,,22.54,22.76,,
06/11/2026,19:34:04:386,108.500,22.26,22.94,,,22.55,22.76,,
06/11/2026,19:34:04:886,109.000,22.26,22.94,,,22.56,22.75,,
06/11/2026,19:34:05:386,109.500,22.26,22.93,,,22.56,22.74,,
06/11/2026,19:34:05:886,110.000,22.26,22.94,,,22.55,22.75,,
06/11/2026,19:34:06:386,110.500,22.25,22.94,,,22.54,22.75,,
06/11/2026,19:34:06:886,111.000,22.26,22.94,,,22.52,22.76,,
06/11/2026,19:34:07:386,111.500,22.26,22.93,,,22.52,22.76,,
06/11/2026,19:34:07:886,112.000,22.26,22.94,,,22.52,22.77,,
06/11/2026,19:34:08:386,112.500,22.26,22.94,,,22.51,22.77,,
06/11/2026,19:34:08:886,113.000,22.26,22.94,,,22.52,22.77,,
06/11/2026,19:34:09:386,113.500,22.26,22.94,,,22.53,22.77,,
06/11/2026,19:34:09:886,114.000,22.26,22.94,,,22.52,22.77,,
06/11/2026,19:34:10:386,114.500,22.26,22.94,,,22.51,22.77,,
06/11/2026,19:34:10:886,115.000,22.25,22.95,,,22.52,22.77,,
06/11/2026,19:34:11:386,115.500,22.26,22.95,,,22.52,22.77,,
06/11/2026,19:34:11:886,116.000,22.26,22.94,,,22.51,22.77,,
06/11/2026,19:34:12:386,116.500,22.26,22.94,,,22.51,22.77,,
06/11/2026,19:34:12:886,117.000,22.26,22.95,,,22.51,22.77,,
06/11/2026,19:34:13:386,117.500,22.26,22.95,,,22.51,22.77,,
06/11/2026,19:34:13:886,118.000,22.27,22.94,,,22.52,22.77,,
06/11/2026,19:34:14:386,118.500,22.27,22.94,,,22.53,22.77,,
06/11/2026,19:34:14:886,119.000,22.26,22.95,,,22.55,22.76,,
06/11/2026,19:34:15:386,119.500,22.26,22.95,,,22.55,22.75,,
06/11/2026,19:34:15:886,120.000,22.26,22.95,,,22.56,22.75,,
06/11/2026,19:34:16:386,120.500,22.26,22.95,,,22.56,22.75,,
06/11/2026,19:34:16:886,121.000,22.26,22.94,,,22.55,22.76,,
06/11/2026,19:34:17:386,121.500,22.27,22.94,,,22.54,22.77,,
06/11/2026,19:34:17:886,122.000,22.28,22.94,,,22.53,22.77,,
06/11/2026,19:34:18:386,122.500,22.27,22.94,,,22.52,22.77,,
06/11/2026,19:34:18:886,123.000,22.26,22.94,,,22.52,22.78,,
06/11/2026,19:34:19:386,123.500,22.26,22.95,,,22.52,22.77,,
06/11/2026,19:34:19:886,124.000,22.27,22.95,,,22.51,22.78,,
06/11/2026,19:34:20:386,124.500,22.26,22.95,,,22.52,22.77,,
06/11/2026,19:34:20:886,125.000,22.26,22.95,,,22.54,22.77,,
06/11/2026,19:34:21:386,125.500,22.27,22.94,,,22.55,22.76,,
06/11/2026,19:34:21:886,126.000,22.27,22.94,,,22.56,22.76,,
06/11/2026,19:34:22:386,126.500,22.27,22.95,,,22.57,22.76,,
06/11/2026,19:34:22:886,127.000,22.26,22.95,,,22.58,22.75,,
06/11/2026,19:34:23:386,127.500,22.26,22.95,,,22.57,22.76,,
06/11/2026,19:34:23:886,128.000,22.27,22.95,,,22.57,22.76,,
06/11/2026,19:34:24:386,128.500,22.27,22.95,,,22.57,22.76,,
06/11/2026,19:34:24:886,129.000,22.26,22.95,,,22.57,22.76,,
06/11/2026,19:34:25:386,129.500,22.27,22.95,,,22.56,22.76,,
06/11/2026,19:34:25:886,130.000,22.27,22.95,,,22.55,22.76,,
06/11/2026,19:34:26:386,130.500,22.27,22.95,,,22.54,22.77,,
06/11/2026,19:34:26:886,131.000,22.27,22.95,,,22.54,22.77,,
06/11/2026,19:34:27:386,131.500,22.27,22.94,,,22.53,22.78,,
06/11/2026,19:34:27:886,132.000,22.27,22.95,,,22.52,22.78,,
06/11/2026,19:34:28:386,132.500,22.27,22.95,,,22.52,22.78,,
06/11/2026,19:34:28:886,133.000,22.27,22.95,,,22.53,22.78,,
06/11/2026,19:34:29:386,133.500,22.28,22.95,,,22.53,22.78,,
06/11/2026,19:34:29:886,134.000,22.27,22.96,,,22.54,22.78,,
06/11/2026,19:34:30:386,134.500,22.27,22.96,,,22.55,22.77,,
06/11/2026,19:34:30:886,135.000,22.27,22.96,,,22.56,22.76,,
06/11/2026,19:34:31:386,135.500,22.27,22.96,,,22.57,22.76,,
06/11/2026,19:34:31:886,136.000,22.27,22.96,,,22.58,22.76,,
06/11/2026,19:34:32:386,136.500,22.27,22.96,,,22.58,22.76,,
06/11/2026,19:34:32:886,137.000,22.27,22.95,,,22.58,22.75,,
06/11/2026,19:34:33:386,137.500,22.28,22.96,,,22.57,22.76,,
06/11/2026,19:34:33:886,138.000,22.27,22.96,,,22.57,22.77,,
06/11/2026,19:34:34:386,138.500,22.27,22.96,,,22.57,22.77,,
06/11/2026,19:34:34:886,139.000,22.27,22.96,,,22.57,22.77,,
06/11/2026,19:34:35:386,139.500,22.28,22.95,,,22.57,22.77,,
06/11/2026,19:34:35:886,140.000,22.28,22.96,,,22.54,22.78,,
06/11/2026,19:34:36:386,140.500,22.27,22.96,,,22.53,22.78,,
06/11/2026,19:34:36:886,141.000,22.27,22.96,,,22.53,22.79,,
06/11/2026,19:34:37:386,141.500,22.27,22.96,,,22.52,22.79,,
06/11/2026,19:34:37:886,142.000,22.27,22.96,,,22.53,22.79,,
06/11/2026,19:34:38:386,142.500,22.27,22.96,,,22.54,22.78,,
06/11/2026,19:34:38:886,143.000,22.27,22.96,,,22.55,22.78,,
06/11/2026,19:34:39:386,143.500,22.28,22.96,,,22.55,22.78,,
06/11/2026,19:34:39:886,144.000,22.27,22.97,,,22.54,22.78,,
06/11/2026,19:34:40:386,144.500,22.27,22.97,,,22.53,22.79,,
06/11/2026,19:34:40:886,145.000,22.27,22.97,,,22.53,22.79,,
06/11/2026,19:34:41:386,145.500,22.27,22.97,,,22.53,22.79,,
06/11/2026,19:34:41:886,146.000,22.27,22.96,,,22.54,22.79,,
06/11/2026,19:34:42:386,146.500,22.28,22.96,,,22.55,22.79,,
06/11/2026,19:34:42:886,147.000,22.28,22.96,,,22.57,22.78,,
06/11/2026,19:34:43:386,147.500,22.28,22.95,,,22.57,22.77,,
06/11/2026,19:34:43:886,148.000,22.28,22.96,,,22.57,22.77,,
06/11/2026,19:34:44:386,148.500,22.28,22.97,,,22.55,22.78,,
06/11/2026,19:34:44:886,149.000,22.28,22.97,,,22.53,22.78,,
06/11/2026,19:34:45:386,149.500,22.28,22.96,,,22.53,22.79,,
06/11/2026,19:34:45:886,150.000,22.28,22.96,,,22.53,22.79,,
06/11/2026,19:34:46:386,150.500,22.28,22.96,,,22.53,22.79,,
06/11/2026,19:34:46:886,151.000,22.27,22.97,,,22.53,22.79,,
06/11/2026,19:34:47:386,151.500,22.28,22.96,,,22.53,22.79,,
06/11/2026,19:34:47:886,152.000,22.28,22.96,,,22.53,22.79,,
06/11/2026,19:34:48:386,152.500,22.28,22.96,,,22.54,22.79,,
06/11/2026,19:34:48:886,153.000,22.28,22.96,,,22.53,22.79,,
06/11/2026,19:34:49:386,153.500,22.27,22.97,,,22.52,22.80,,
06/11/2026,19:34:49:886,154.000,22.27,22.97,,,22.52,22.80,,
06/11/2026,19:34:50:386,154.500,22.28,22.97,,,22.52,22.80,,
06/11/2026,19:34:50:886,155.000,22.28,22.96,,,22.53,22.79,,
06/11/2026,19:34:51:386,155.500,22.28,22.97,,,22.54,22.79,,
06/11/2026,19:34:51:886,156.000,22.28,22.98,,,22.53,22.79,,
06/11/2026,19:34:52:386,156.500,22.28,22.98,,,22.53,22.80,,
06/11/2026,19:34:52:886,157.000,22.28,22.98,,,22.54,22.80,,
06/11/2026,19:34:53:386,157.500,22.28,22.98,,,22.55,22.79,,
06/11/2026,19:34:53:886,158.000,22.28,22.97,,,22.54,22.79,,
06/11/2026,19:34:54:386,158.500,22.28,22.97,,,22.54,22.79,,
06/11/2026,19:34:54:886,159.000,22.29,22.96,,,22.54,22.79,,
06/11/2026,19:34:55:386,159.500,22.29,22.97,,,22.54,22.80,,
06/11/2026,19:34:55:886,160.000,22.28,22.97,,,22.53,22.80,,
06/11/2026,19:34:56:386,160.500,22.29,22.97,,,22.53,22.80,,
06/11/2026,19:34:56:886,161.000,22.29,22.97,,,22.54,22.80,,
06/11/2026,19:34:57:386,161.500,22.28,22.98,,,22.55,22.79,,
06/11/2026,19:34:57:886,162.000,22.28,22.98,,,22.55,22.79,,
06/11/2026,19:34:58:386,162.500,22.29,22.98,,,22.55,22.79,,
06/11/2026,19:34:58:886,163.000,22.29,22.97,,,22.53,22.80,,
06/11/2026,19:34:59:386,163.500,22.29,22.98,,,22.54,22.80,,
06/11/2026,19:34:59:886,164.000,22.28,22.98,,,22.55,22.79,,
06/11/2026,19:35:00:386,164.500,22.28,22.98,,,22.56,22.79,,
06/11/2026,19:35:00:886,165.000,22.29,22.97,,,22.56,22.79,,
06/11/2026,19:35:01:386,165.500,22.29,22.98,,,22.56,22.79,,
06/11/2026,19:35:01:886,166.000,22.28,22.98,,,22.57,22.78,,
06/11/2026,19:35:02:386,166.500,22.28,22.98,,,22.57,22.78,,
06/11/2026,19:35:02:886,167.000,22.29,22.98,,,22.56,22.79,,
06/11/2026,19:35:03:386,167.500,22.29,22.97,,,22.55,22.79,,
06/11/2026,19:35:03:886,168.000,22.29,22.98,,,22.54,22.80,,
06/11/2026,19:35:04:386,168.500,22.28,22.98,,,22.53,22.80,,
06/11/2026,19:35:04:886,169.000,22.29,22.99,,,22.53,22.80,,
06/11/2026,19:35:05:386,169.500,22.29,22.98,,,22.54,22.80,,
06/11/2026,19:35:05:886,170.000,22.29,22.98,,,22.53,22.81,,
06/11/2026,19:35:06:386,170.500,22.29,22.98,,,22.54,22.81,,
06/11/2026,19:35:06:886,171.000,22.29,22.98,,,22.55,22.80,,
06/11/2026,19:35:07:386,171.500,22.29,22.98,,,22.55,22.80,,
06/11/2026,19:35:07:886,172.000,22.29,22.98,,,22.57,22.79,,
06/11/2026,19:35:08:386,172.500,22.29,22.98,,,22.58,22.79,,
06/11/2026,19:35:08:886,173.000,22.29,22.99,,,22.58,22.78,,
06/11/2026,19:35:09:386,173.500,22.29,22.98,,,22.59,22.78,,
06/11/2026,19:35:09:886,174.000,22.29,22.98,,,22.58,22.77,,
06/11/2026,19:35:10:386,174.500,22.29,22.99,,,22.58,22.78,,
06/11/2026,19:35:10:886,175.000,22.29,22.99,,,22.56,22.79,,
06/11/2026,19:35:11:386,175.500,22.29,22.99,,,22.55,22.80,,
06/11/2026,19:35:11:886,176.000,22.30,22.98,,,22.54,22.81,,
06/11/2026,19:35:12:386,176.500,22.29,22.99,,,22.55,22.81,,
